^att_main_0^att_main_1^att_main_2^att_main_3^att_main_4^att_main_5^att_main_6^att_main_7^att_main_8^att_main_9^att_main_10^att_main_11^att_main_12^att_main_13^att_main_14^att_main_15^att_build_0^att_build_1^att_build_2^att_build_3^att_equipment_0^att_equipment_1^att_equipment_2^att_equipment_3^att_equipment_4^att_location_0^att_location_1^att_location_2^att_location_3^att_location_4^att_location_5^att_location_6^att_location_7^att_location_8^price
1941429^ 38 m² construidos, 35 m² útiles ^ Sin habitación ^ 1 baño ^ Plaza de garaje por 10.000 eur adicionales ^ Segunda mano/buen estado ^ Armarios empotrados ^ Trastero ^ Orientación norte, este ^ Certificación energética:  (IPE no indicado) ^^^^^^^^ Planta 1ª exterior ^ Con ascensor ^^^ Aire acondicionado ^^^^^Calle Coruña, 16^ Barrio Las Dehesillas-Vereda de los Estudiantes ^ Distrito Las Dehesillas - Vereda de los Estudiantes ^ Leganés ^ Zona sur, Madrid ^^^^^197.000
1977299^ 85 m² construidos, 70 m² útiles ^ 3 habitaciones ^ 1 baño ^ Segunda mano/buen estado ^ Certificación energética: no indicado ^^^^^^^^^^^^ Planta 3ª exterior ^ Sin ascensor ^^^ Aire acondicionado ^^^^^Calle Rio Jarama, 2^ Barrio San Nicasio ^ Distrito San Nicasio - Campo de Tiro - Solagua ^ Leganés ^ Zona sur, Madrid ^^^^^129.900
2006902^ 70 m² construidos, 57 m² útiles ^ 1 habitación ^ 1 baño ^ Plaza de garaje incluida en el precio ^ Segunda mano/buen estado ^ Armarios empotrados ^ Orientación norte, este, oeste ^ Construido en 2008 ^ Certificación energética: no indicado ^^^^^^^^ Planta 1ª exterior ^ Con ascensor ^^^ Jardín ^^^^^Calle Nuestra Señora de la Paz, 16^ Barrio La Fortuna ^ Distrito La Fortuna ^ Leganés ^ Zona sur, Madrid ^^^^^111.900
2057170^ 67 m² construidos ^ 2 habitaciones ^ 1 baño ^ Terraza ^ Segunda mano/buen estado ^ Armarios empotrados ^ Orientación este ^ Certificación energética: no indicado ^^^^^^^^^ Planta 4ª exterior ^ Sin ascensor ^^^^^^^^Calle Legazpi, 5^ Barrio Descubridores-Escritores ^ Distrito Centro ^ Leganés ^ Zona sur, Madrid ^^^^^189.900
2058359^ 79 m² construidos, 74 m² útiles ^ 2 habitaciones ^ 2 baños ^ Terraza ^ Segunda mano/buen estado ^ Armarios empotrados ^ Certificación energética:  (IPE no indicado) ^^^^^^^^^^ Planta 3ª exterior ^ Con ascensor ^^^ Aire acondicionado ^^^^^Calle Santo Domingo, 39^ Barrio La Fortuna ^ Distrito La Fortuna ^ Leganés ^ Zona sur, Madrid ^^^^^90.000
2094919^ 110 m² construidos, 100 m² útiles ^ 4 habitaciones ^ 2 baños ^ Plaza de garaje incluida en el precio ^ Segunda mano/buen estado ^ Armarios empotrados ^ Trastero ^ Orientación sur, este ^ Certificación energética: no indicado ^^^^^^^^ Planta 1ª exterior ^ Con ascensor ^^^^^^^^Avenida Manuel Azaña, 60^ Urb. valdepelayo ^ Barrio Valdepelayo-Montepinos-Arroyo Culebro ^ Distrito Valdepelayo - Montepinos - Arroyo Culebro ^ Leganés ^ Zona sur, Madrid ^^^^75.000
2170960^ 140 m² construidos ^ 4 habitaciones ^ 3 baños ^ Plaza de garaje incluida en el precio ^ Segunda mano/buen estado ^ Armarios empotrados ^ Trastero ^ Certificación energética:  (IPE no indicado) ^^^^^^^^^ Planta 2ª exterior ^ Con ascensor ^^^ Aire acondicionado ^ Piscina ^ Jardín ^^^Calle Francisco Ribera, 1^ Barrio Solagua ^ Distrito San Nicasio - Campo de Tiro - Solagua ^ Leganés ^ Zona sur, Madrid ^^^^^127.000
25908476^ 90 m² construidos, 82 m² útiles ^ 3 habitaciones ^ 1 baño ^ Segunda mano/buen estado ^ Armarios empotrados ^ Orientación sur, este ^ ^^^^^^^^^^ Planta 6ª exterior ^ Con ascensor ^^^^^^^^Calle de la Moraña, 8^ Barrio Zarzaquemada ^ Distrito Zarzaquemada ^ Leganés ^ Zona sur, Madrid ^^^^^169.800
27366814^ 50 m² construidos ^ 1 habitación ^ 1 baño ^ Segunda mano/buen estado ^ Armarios empotrados ^ Certificación energética:  (IPE no indicado) ^^^^^^^^^^^ Planta 1ª exterior ^ Sin ascensor ^^^ Aire acondicionado ^^^^^Calle de Santo Domingo, 34^ Barrio La Fortuna ^ Distrito La Fortuna ^ Leganés ^ Zona sur, Madrid ^^^^^126.000
28080303^ 226 m² construidos ^ 5 habitaciones ^ 3 baños ^ Terraza ^ Segunda mano/buen estado ^ Armarios empotrados ^ Trastero ^ Certificación energética:  (IPE no indicado) ^^^^^^^^^ Planta 4ª exterior ^ Con ascensor ^^^ Aire acondicionado ^^^^^Calle de el Sol, 25^ Barrio Casco Antiguo ^ Distrito Centro ^ Leganés ^ Zona sur, Madrid ^^^^^94.000
28590087^ 90 m² construidos ^ 3 habitaciones ^ 1 baño ^ Terraza ^ Segunda mano/buen estado ^ Orientación sur ^ Certificación energética:  (IPE no indicado) ^^^^^^^^^^ Planta 2ª exterior ^ Sin ascensor ^^^^^^^^^^^^^^^^^195.000
28724982^ 90 m² construidos ^ 3 habitaciones ^ 1 baño ^ Terraza ^ Segunda mano/buen estado ^ Orientación sur ^ Certificación energética:  (IPE no indicado) ^^^^^^^^^^ Planta 2ª exterior ^ Sin ascensor ^^^ Jardín ^^^^^Calle de San Jose, 16^ Barrio La Fortuna ^ Distrito La Fortuna ^ Leganés ^ Zona sur, Madrid ^^^^^256.900
28984692^ 77 m² construidos ^ 2 habitaciones ^ 1 baño ^ Segunda mano/buen estado ^ Armarios empotrados ^ Trastero ^ Certificación energética: no indicado ^^^^^^^^^^ Planta 2ª exterior ^ Sin ascensor ^^^ Aire acondicionado ^^^^^Calle Monegros, 5^ Barrio Zarzaquemada ^ Distrito Zarzaquemada ^ Leganés ^ Zona sur, Madrid ^^^^^229.000
29000231^ 77 m² construidos, 66 m² útiles ^ 3 habitaciones ^ 1 baño ^ Certificación energética: no indicado ^^^^^^^^^^^^^ Planta 3ª ^ Sin ascensor ^^^^^^^^ Fuenlabrada^ Barrio Descubridores-Escritores ^ Distrito Centro ^ Leganés ^ Zona sur, Madrid ^^^^^259.000
29267156^ 72 m² construidos ^ 3 habitaciones ^ 1 baño ^ Terraza ^ Segunda mano/buen estado ^ Certificación energética: en trámite ^^^^^^^^^^^ Planta 2ª exterior ^ Sin ascensor ^^^ Jardín ^^^^^Calle San Pablo, 18^ Barrio Santos ^ Distrito Centro ^ Leganés ^ Zona sur, Madrid ^^^^^230.000
29319303^ 134 m² construidos, 116 m² útiles ^ 4 habitaciones ^ 2 baños ^ Terraza ^ Segunda mano/buen estado ^ Trastero ^ Construido en 1983 ^ Certificación energética: no indicado ^^^^^^^^^ Planta 2ª exterior ^ Sin ascensor ^^^ Aire acondicionado ^^^^^ Jeromin s/n^ Barrio Casco Antiguo ^ Distrito Centro ^ Leganés ^ Zona sur, Madrid ^^^^^209.900
29593089^ 60 m² construidos, 55 m² útiles ^ 2 habitaciones ^ 1 baño ^ Segunda mano/buen estado ^ Certificación energética: no indicado ^^^^^^^^^^^^ Bajo exterior ^ Sin ascensor ^^^^^^^^Calle Mallorca, 3^ Barrio San Nicasio ^ Distrito San Nicasio - Campo de Tiro - Solagua ^ Leganés ^ Zona sur, Madrid ^^^^^116.000
30007345^ 145 m² construidos ^ 4 habitaciones ^ 2 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Segunda mano/buen estado ^ Armarios empotrados ^ Trastero ^ Certificación energética: en trámite ^^^^^^^^ Planta 1ª interior ^ Con ascensor ^^^ Aire acondicionado ^^^^^Calle de Getafe, 2^ Barrio Casco Antiguo ^ Distrito Centro ^ Leganés ^ Zona sur, Madrid ^^^^^136.900
30494684^ 82 m² construidos ^ 2 habitaciones ^ 1 baño ^ Segunda mano/buen estado ^ Trastero ^ Construido en 2006 ^ Certificación energética: en trámite ^^^^^^^^^^ Planta 2ª exterior ^ Con ascensor ^^^^^^^^ Carmen^ Barrio La Fortuna ^ Distrito La Fortuna ^ Leganés ^ Zona sur, Madrid ^^^^^87.000
30503892^ 80 m² construidos ^ 2 habitaciones ^ 2 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Segunda mano/buen estado ^ Armarios empotrados ^ Trastero ^ Orientación sur ^ Certificación energética:  (IPE no indicado) ^^^^^^^ Planta 1ª exterior ^ Con ascensor ^^^^^^^^Calle del Estebón, 19^ Barrio Casco Antiguo ^ Distrito Centro ^ Leganés ^ Zona sur, Madrid ^^^^^130.000
30947387^ 80 m² construidos ^ 2 habitaciones ^ 2 baños ^ Terraza ^ Plaza de garaje por 15.000 eur adicionales ^ Segunda mano/buen estado ^ Certificación energética: en trámite ^^^^^^^^^^ Planta 5ª exterior ^ Sin ascensor ^^^^^^^^Calle nuestra señora del pilar, 10^ Barrio Vírgenes ^ Distrito Centro ^ Leganés ^ Zona sur, Madrid ^^^^^214.260
30998122^ 65 m² construidos, 55 m² útiles ^ 2 habitaciones ^ 1 baño ^ Terraza ^ Segunda mano/buen estado ^ Armarios empotrados ^ Orientación sur ^ Certificación energética:  (IPE no indicado) ^^^^^^^^^ Bajo exterior ^ Sin ascensor ^^^^^^^^Calle de san juan bosco, 1^ Barrio La Fortuna ^ Distrito La Fortuna ^ Leganés ^ Zona sur, Madrid ^^^^^89.000
30998942^ 55 m² construidos ^ 3 habitaciones ^ 1 baño ^ Construido en 1968 ^ Certificación energética:  (IPE no indicado) ^^^^^^^^^^^^ Planta 3ª ^ Sin ascensor ^^^^^^^^Calle palomares, 10^ Urb. 43467-0001 ^ Barrio Casco Antiguo ^ Distrito Centro ^ Leganés ^ Zona sur, Madrid ^^^^149.500
31100576^ 88 m² construidos, 76 m² útiles ^ 2 habitaciones ^ 1 baño ^ Segunda mano/buen estado ^ Certificación energética: en trámite ^ Acceso adaptado a personas con movilidad reducida ^^^^^^^^^^^ Bajo exterior ^ Con ascensor ^^^^^^^^Calle Fray Melchor Cano, 21^ Barrio Santos ^ Distrito Centro ^ Leganés ^ Zona sur, Madrid ^^^^^94.000
31378957^ 114 m² construidos ^ 4 habitaciones ^ 2 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Segunda mano/buen estado ^ Armarios empotrados ^ Trastero ^ Orientación sur ^ Certificación energética:  (IPE no indicado) ^^^^^^^ Planta 3ª exterior ^ Con ascensor ^^^ Aire acondicionado ^^^^^Calle de san pedro, 31^ Barrio La Fortuna ^ Distrito La Fortuna ^ Leganés ^ Zona sur, Madrid ^^^^^159.900
31508810^ 81 m² construidos ^ 3 habitaciones ^ 1 baño ^ Certificación energética:  (217 kWh/m² año) ^^^^^^^^^^^^^ Planta 4ª ^ Sin ascensor ^^^^^^^^^ Barrio San Nicasio ^ Distrito San Nicasio - Campo de Tiro - Solagua ^ Leganés ^ Zona sur, Madrid ^^^^^277.300
31757898^ 90 m² construidos, 80 m² útiles ^ 3 habitaciones ^ 2 baños ^ Segunda mano/buen estado ^ Armarios empotrados ^ Orientación sur ^ Certificación energética: inmueble exento ^^^^^^^^^^ Planta 3ª exterior ^ Con ascensor ^^^ Aire acondicionado ^ Jardín ^^^^Calle de ordoñez, 10^ Urb. Plaza interior ^ Barrio Casco Antiguo ^ Distrito Centro ^ Leganés ^ Zona sur, Madrid ^^^^108.900
31938992^ 110 m² construidos, 97 m² útiles ^ 3 habitaciones ^ 2 baños ^ Segunda mano/buen estado ^ Trastero ^ Orientación norte ^ Construido en 2002 ^ Certificación energética: no indicado ^^^^^^^^^ Planta 6ª exterior ^ Con ascensor ^^^ Piscina ^^^^^^ Barrio Leganés norte ^ Distrito Leganés norte ^ Leganés ^ Zona sur, Madrid ^^^^^89.900
324524^ 92 m² construidos ^ 3 habitaciones ^ 2 baños ^ Segunda mano/buen estado ^ Trastero ^ Certificación energética: no indicado ^^^^^^^^^^^ Planta 3ª exterior ^ Con ascensor ^^^ Aire acondicionado ^ Jardín ^^^^Avenida Portugal, 27^ Barrio El Carrascal ^ Distrito El Carrascal ^ Leganés ^ Zona sur, Madrid ^^^^^125.000
32797100^ 73 m² construidos ^ 3 habitaciones ^ 1 baño ^ Construido en 1971 ^ Certificación energética:  (IPE no indicado) ^^^^^^^^^^^^ Planta 3ª ^ Sin ascensor ^^^^^^^^Calle nuestra señora de la almudena, 16^ Urb. 21783-0001 ^ Barrio Vírgenes ^ Distrito Centro ^ Leganés ^ Zona sur, Madrid ^^^^110.000
33112296^ 139 m² construidos, 122 m² útiles ^ 4 habitaciones ^ 2 baños ^ Trastero ^ Certificación energética:  (IPE no indicado) ^^^^^^^^^^^^ ^ Sin ascensor ^^^^^^^^Calle de barcelona, 2^ Barrio Las Dehesillas-Vereda de los Estudiantes ^ Distrito Las Dehesillas - Vereda de los Estudiantes ^ Leganés ^ Zona sur, Madrid ^^^^^106.000
33115322^ 80 m² construidos, 68 m² útiles ^ 2 habitaciones ^ 1 baño ^ Segunda mano/buen estado ^ Armarios empotrados ^ Construido en 2008 ^ Certificación energética: no indicado ^^^^^^^^^^ Planta 2ª exterior ^ Con ascensor ^^^^^^^^^ Barrio Casco Antiguo ^ Distrito Centro ^ Leganés ^ Zona sur, Madrid ^^^^^92.000
33130102^ 73 m² construidos ^ 3 habitaciones ^ 1 baño ^ Certificación energética:  (IPE no indicado) ^^^^^^^^^^^^^ Planta 3ª ^ Sin ascensor ^^^^^^^^Calle nuestra señora de la almudena, 16^ Urb. 21783-0001 ^ Barrio Vírgenes ^ Distrito Centro ^ Leganés ^ Zona sur, Madrid ^^^^97.260
33621060^ 73 m² construidos, 61 m² útiles ^ 3 habitaciones ^ 1 baño ^ Segunda mano/buen estado ^ Trastero ^ Orientación sur ^ Certificación energética: en trámite ^^^^^^^^^^ Entreplanta exterior ^ Con ascensor ^^^^^^^^Calle panadés, 20^ Barrio Zarzaquemada ^ Distrito Zarzaquemada ^ Leganés ^ Zona sur, Madrid ^^^^^97.800
33621879^ 73 m² construidos, 61 m² útiles ^ 3 habitaciones ^ 1 baño ^ Segunda mano/buen estado ^ Trastero ^ Orientación oeste ^ Certificación energética: en trámite ^^^^^^^^^^ Planta 1ª exterior ^ Con ascensor ^^^^^^^^Calle panadés, 24^ Barrio Zarzaquemada ^ Distrito Zarzaquemada ^ Leganés ^ Zona sur, Madrid ^^^^^169.900
33689038^ 130 m² construidos, 114 m² útiles ^ 3 habitaciones ^ 2 baños ^ Segunda mano/buen estado ^ Armarios empotrados ^ Trastero ^ Construido en 2007 ^ Certificación energética:  (161 kWh/m² año) ^^^^^^^^^ Planta 3ª exterior ^ Con ascensor ^^^^^^^^Calle de san clemente^ Barrio Santos ^ Distrito Centro ^ Leganés ^ Zona sur, Madrid ^^^^^102.000
33955108^ 112 m² construidos ^ 2 habitaciones ^ 2 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Segunda mano/buen estado ^ Armarios empotrados ^ Trastero ^ Orientación sur, este ^ Construido en 2004 ^ Certificación energética: en trámite ^^^^^^ Planta 3ª exterior ^ Con ascensor ^^^^^^^^Calle de sevilla^ Urb. Vereda de los estudiante ^ Barrio Las Dehesillas-Vereda de los Estudiantes ^ Distrito Las Dehesillas - Vereda de los Estudiantes ^ Leganés ^ Zona sur, Madrid ^^^^148.000
342743^ 72 m² construidos ^ 3 habitaciones ^ 1 baño ^ Segunda mano/buen estado ^ Trastero ^ Certificación energética: no indicado ^^^^^^^^^^^ Planta 3ª exterior ^ Sin ascensor ^^^^^^^^Calle Ampurdan, 15^ Barrio Zarzaquemada ^ Distrito Zarzaquemada ^ Leganés ^ Zona sur, Madrid ^^^^^132.500
34314650^ 115 m² construidos ^ 3 habitaciones ^ 2 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Segunda mano/buen estado ^ Armarios empotrados ^ Trastero ^ Certificación energética:  (IPE no indicado) ^^^^^^^^ Planta 3ª exterior ^ Con ascensor ^^^^^^^^Avenida de la libertad, 14^ Barrio La Fortuna ^ Distrito La Fortuna ^ Leganés ^ Zona sur, Madrid ^^^^^99.000
34762493^ 160 m² construidos ^ 2 habitaciones ^ 1 baño ^ Terraza ^ Plaza de garaje incluida en el precio ^ Segunda mano/buen estado ^ Armarios empotrados ^ Orientación sur, este ^ Certificación energética:  (IPE no indicado) ^^^^^^^^ Bajo exterior ^ Con ascensor ^^^ Aire acondicionado ^^^^^Calle de san alfonso, 17^ Barrio La Fortuna ^ Distrito La Fortuna ^ Leganés ^ Zona sur, Madrid ^^^^^260.000
35138006^ 96 m² construidos, 85 m² útiles ^ 4 habitaciones ^ 2 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Segunda mano/buen estado ^ Armarios empotrados ^ Trastero ^ Orientación sur ^ Certificación energética: inmueble exento ^^^^^^^ Planta 3ª exterior ^ Con ascensor ^^^ Aire acondicionado ^^^^^Calle Isadora Duncan, 6^ Barrio Leganés norte ^ Distrito Leganés norte ^ Leganés ^ Zona sur, Madrid ^^^^^168.000
35167683^ 116 m² construidos ^ 3 habitaciones ^ 2 baños ^ Plaza de garaje incluida en el precio ^ Segunda mano/buen estado ^ Armarios empotrados ^ Orientación oeste ^ Construido en 2017 ^ Certificación energética: en trámite ^^^^^^^^ Planta 3ª exterior ^ Con ascensor ^^^^^^^^Calle de san pedro^ Barrio La Fortuna ^ Distrito La Fortuna ^ Leganés ^ Zona sur, Madrid ^^^^^225.000
35180580^ 71 m² construidos, 61 m² útiles ^ 1 habitación ^ 1 baño ^ Terraza ^ Armarios empotrados ^ Trastero ^ Orientación oeste ^ Construido en 2009 ^ Certificación energética: no indicado ^^^^^^^^ Bajo exterior ^ Con ascensor ^^^ Aire acondicionado ^^^^^^ Barrio Casco Antiguo ^ Distrito Centro ^ Leganés ^ Zona sur, Madrid ^^^^^205.000
35180582^ 140 m² construidos, 128 m² útiles ^ 4 habitaciones ^ 2 baños ^ Plaza de garaje incluida en el precio ^ Segunda mano/buen estado ^ Trastero ^ Orientación este ^ Construido en 1982 ^ Certificación energética: no indicado ^^^^^^^^ Planta 1ª exterior ^ Con ascensor ^^^^^^^^^ Barrio Casco Antiguo ^ Distrito Centro ^ Leganés ^ Zona sur, Madrid ^^^^^169.000
35378107^ 110 m² construidos, 87 m² útiles ^ 3 habitaciones ^ 2 baños ^ Segunda mano/buen estado ^ Trastero ^ Certificación energética:  (161 kWh/m² año) ^^^^^^^^^^^ Planta 3ª exterior ^ Con ascensor ^^^^^^^^Calle de san clemente^ Barrio Santos ^ Distrito Centro ^ Leganés ^ Zona sur, Madrid ^^^^^239.000
35424114^ 50 m² construidos ^ Sin habitación ^ 1 baño ^ Segunda mano/buen estado ^ Trastero ^ Certificación energética: en trámite ^^^^^^^^^^^ Planta 4ª exterior ^ Con ascensor ^^^ Aire acondicionado ^ Piscina ^ Jardín ^^^^ Barrio Valdepelayo-Montepinos-Arroyo Culebro ^ Distrito Valdepelayo - Montepinos - Arroyo Culebro ^ Leganés ^ Zona sur, Madrid ^^^^^180.000
35466826^ 50 m² construidos ^ 2 habitaciones ^ 1 baño ^ Terraza ^ Segunda mano/buen estado ^ Armarios empotrados ^ Orientación sur ^ Certificación energética: inmueble exento ^^^^^^^^^ Planta 2ª interior ^ Sin ascensor ^^^ Aire acondicionado ^^^^^^^^^^^^^^330.000
35689808^ 65 m² construidos, 60 m² útiles ^ 3 habitaciones ^ 1 baño ^ Terraza ^ Segunda mano/buen estado ^ Armarios empotrados ^ Orientación sur ^ Construido en 1977 ^ Certificación energética: en trámite ^^^^^^^^ Planta 1ª exterior ^ Sin ascensor ^^^^^^^^^ Barrio La Fortuna ^ Distrito La Fortuna ^ Leganés ^ Zona sur, Madrid ^^^^^169.900
35877583^ 71 m² construidos, 57 m² útiles ^ 3 habitaciones ^ 1 baño ^ Construido en 1972 ^ Certificación energética:  (IPE no indicado) ^^^^^^^^^^^^ Planta 4ª ^ Sin ascensor ^^^^^^^^Calle de san ignacio s/n^ Barrio Casco Antiguo ^ Distrito Centro ^ Leganés ^ Zona sur, Madrid ^^^^^150.000
35944018^ 130 m² construidos, 105 m² útiles ^ 3 habitaciones ^ 3 baños ^ Plaza de garaje incluida en el precio ^ Segunda mano/buen estado ^ Armarios empotrados ^ Trastero ^ Orientación oeste ^ Certificación energética: en trámite ^^^^^^^^ Planta 3ª exterior ^ Con ascensor ^^^ Aire acondicionado ^ Piscina ^ Jardín ^^^Calle de Argentina, 15^ Barrio V Centenario ^ Distrito San Nicasio - Campo de Tiro - Solagua ^ Leganés ^ Zona sur, Madrid ^^^^^180.000
35954081^ 148 m² construidos, 132 m² útiles ^ 4 habitaciones ^ 2 baños ^ Terraza ^ Segunda mano/buen estado ^ Trastero ^ Construido en 1980 ^ Certificación energética: no indicado ^^^^^^^^^ ^ Con ascensor ^^^^^^^^^ Barrio Casco Antiguo ^ Distrito Centro ^ Leganés ^ Zona sur, Madrid ^^^^^159.000
35976882^ 69 m² construidos ^ 3 habitaciones ^ 1 baño ^ Certificación energética:  (IPE no indicado) ^^^^^^^^^^^^^ Planta 3ª ^ Sin ascensor ^^^^^^^^Calle de san ignacio, 12^ Urb. 42313-0001 ^ Barrio Santos ^ Distrito Centro ^ Leganés ^ Zona sur, Madrid ^^^^179.900
36077861^ 80 m² construidos, 72 m² útiles ^ 3 habitaciones ^ 1 baño ^ Terraza ^ Segunda mano/buen estado ^ Armarios empotrados ^ Orientación este ^ Construido en 1980 ^ Certificación energética: en trámite ^^^^^^^^ Planta 7ª exterior ^ Con ascensor ^^^^^^^^^ Barrio Zarzaquemada ^ Distrito Zarzaquemada ^ Leganés ^ Zona sur, Madrid ^^^^^159.000
36100655^ 69 m² construidos ^ 3 habitaciones ^ 1 baño ^ Construido en 1974 ^ Certificación energética:  (IPE no indicado) ^^^^^^^^^^^^ ^ Con ascensor ^^^^^^^^Avenida de la mancha s/n^ Barrio Zarzaquemada ^ Distrito Zarzaquemada ^ Leganés ^ Zona sur, Madrid ^^^^^259.900
36108210^ 145 m² construidos, 130 m² útiles ^ 4 habitaciones ^ 2 baños ^ Terraza ^ Segunda mano/buen estado ^ Armarios empotrados ^ Orientación norte, oeste ^ Construido en 1980 ^ Certificación energética:  (IPE no indicado) ^^^^^^^^ Planta 1ª exterior ^ Con ascensor ^^^ Aire acondicionado ^ Jardín ^^^^Plaza de París^ Barrio Casco Antiguo ^ Distrito Centro ^ Leganés ^ Zona sur, Madrid ^^^^^272.000
36134790^ 110 m² construidos ^ 3 habitaciones ^ 2 baños ^ Plaza de garaje incluida en el precio ^ Segunda mano/buen estado ^ Armarios empotrados ^ Orientación este ^ Certificación energética:  (IPE no indicado) ^^^^^^^^^ Planta 3ª exterior ^ Con ascensor ^^^ Aire acondicionado ^ Jardín ^^^^^ Barrio Leganés norte ^ Distrito Leganés norte ^ Leganés ^ Zona sur, Madrid ^^^^^219.500
