,att_main_0,att_main_1,att_main_2,att_main_3,att_main_4,att_main_5,att_main_6,att_main_7,att_main_8,att_main_9,att_main_10,att_main_11,att_main_12,att_main_13,att_main_14,att_main_15,att_build_0,att_build_1,att_build_2,att_build_3,att_equipment_0,att_equipment_1,att_equipment_2,att_equipment_3,att_equipment_4,att_location_0,att_location_1,att_location_2,att_location_3,att_location_4,att_location_5,att_location_6,att_location_7,att_location_8,price
39518665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[None]
39479248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[None]
39393863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[None]
38351761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[None]
39606379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[None]
39632220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[None]
39646855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[None]
39433926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[None]
39578887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[None]
39600459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[None]
39579797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[None]
39627082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[None]
31378957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[None]
33689038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[None]
39246313, 115 m² construidos , 3 habitaciones , 2 baños , Terraza , Plaza de garaje incluida en el precio , Segunda mano/buen estado , Armarios empotrados , Trastero ," Orientación sur, oeste ", Construido en 2000 , Certificación energética: en trámite ,,,,,, Planta 2ª exterior , Con ascensor ,,, Aire acondicionado , Piscina , Jardín ,,,Avenida de los Pinos, Barrio Valdepelayo-Montepinos-Arroyo Culebro , Distrito Valdepelayo - Montepinos - Arroyo Culebro , Leganés ," Zona sur, Madrid ",,,,,276.900
39380137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[None]
39577700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[None]
39397748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[None]
38536623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[None]
39393768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[None]
38490197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[None]
39572571, 67 m² construidos , 2 habitaciones , 1 baño , Terraza , Balcón , Segunda mano/buen estado , Armarios empotrados , Orientación este , Construido en 1972 , Certificación energética: en trámite ,,,,,,, Planta 4ª exterior , Sin ascensor ,,,,,,,, Legazpi, Barrio Descubridores-Escritores , Distrito Centro , Leganés ," Zona sur, Madrid ",,,,,106.000
39324390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[None]
35944018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[None]
38224405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[None]
39531702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[None]
38442589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[None]
39290813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[None]
39568066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[None]
38694745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[None]
38650674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[None]
39107020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[None]
39311591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[None]
38708140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[None]
38750879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[None]
39650500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[None]
37757940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[None]
39124046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[None]
39746351, 73 m² construidos , 3 habitaciones , 1 baño , Terraza , Segunda mano/buen estado , Certificación energética: en trámite ,,,,,,,,,,, Planta 1ª exterior , Sin ascensor ,,,,,,,, Río Miño, Barrio San Nicasio , Distrito San Nicasio - Campo de Tiro - Solagua , Leganés ," Zona sur, Madrid ",,,,,115.000
39718200, 120 m² construidos , 4 habitaciones , 2 baños , Plaza de garaje incluida en el precio , Segunda mano/buen estado , Armarios empotrados , Trastero , Certificación energética: en trámite ,,,,,,,,, Planta 2ª exterior , Con ascensor ,,, Jardín ,,,,,, Barrio La Fortuna , Distrito La Fortuna , Leganés ," Zona sur, Madrid ",,,,,189.900
39704232, 60 m² construidos , 3 habitaciones , 1 baño , Segunda mano/buen estado , Certificación energética: en trámite ,,,,,,,,,,,, Bajo exterior , Sin ascensor ,,,,,,,,, Barrio La Fortuna , Distrito La Fortuna , Leganés ," Zona sur, Madrid ",,,,,111.900
39725824, 75 m² construidos , 3 habitaciones , 1 baño , Terraza , Segunda mano/buen estado , Certificación energética: en trámite ,,,,,,,,,,, Planta 4ª exterior , Sin ascensor ,,,,,,,,, Barrio Zarzaquemada , Distrito Zarzaquemada , Leganés ," Zona sur, Madrid ",,,,,108.900
39737491, 105 m² construidos , 3 habitaciones , 2 baños , Terraza , Segunda mano/buen estado , Certificación energética: no indicado ,,,,,,,,,,, Planta 5ª exterior , Con ascensor ,,, Aire acondicionado ,,,,," Polonia, 7", Barrio El Carrascal , Distrito El Carrascal , Leganés ," Zona sur, Madrid ",,,,,280.000
39744321," 65 m² construidos, 60 m² útiles ", 3 habitaciones , 1 baño , Terraza , Segunda mano/buen estado , Armarios empotrados , Orientación sur , Construido en 1960 , Certificación energética: en trámite ,,,,,,,, Planta 1ª exterior , Sin ascensor ,,,,,,,,Avenida de la Libertad s/n, Barrio La Fortuna , Distrito La Fortuna , Leganés ," Zona sur, Madrid ",,,,,97.000
29547198, 80 m² construidos , 2 habitaciones , 2 baños , Terraza , Segunda mano/buen estado , Armarios empotrados , Trastero , Certificación energética:  (IPE no indicado) ,,,,,,,,, Planta 3ª exterior , Con ascensor ,,, Jardín ,,,,,"Calle Belgica, 71", Barrio El Carrascal , Distrito El Carrascal , Leganés ," Zona sur, Madrid ",,,,,210.000
39743730," 141 m² construidos, 95 m² útiles ", 3 habitaciones , 2 baños , Terraza , Plaza de garaje incluida en el precio , Armarios empotrados , Trastero , Orientación oeste , Construido en 2004 , Certificación energética: en trámite ,,,,,,, Planta 3ª , Con ascensor ,,, Aire acondicionado , Piscina ,,,,, Barrio Valdepelayo-Montepinos-Arroyo Culebro , Distrito Valdepelayo - Montepinos - Arroyo Culebro , Leganés ," Zona sur, Madrid ",,,,,263.000
39741227," 74 m² construidos, 70 m² útiles ", 2 habitaciones , 1 baño , Terraza , Segunda mano/buen estado , Armarios empotrados , Construido en 1972 , Certificación energética: en trámite ,,,,,,,,, Planta 1ª , Con ascensor ,,,,,,,,, Barrio Casco Antiguo , Distrito Centro , Leganés ," Zona sur, Madrid ",,,,,154.990
39732940, 65 m² construidos , 3 habitaciones , 1 baño , Terraza , Segunda mano/buen estado , Certificación energética: en trámite ,,,,,,,,,,, Planta 7ª exterior , Con ascensor ,,,,,,,,, Barrio Zarzaquemada , Distrito Zarzaquemada , Leganés ," Zona sur, Madrid ",,,,,134.900
39731446, 75 m² construidos , 3 habitaciones , 1 baño , Plaza de garaje incluida en el precio , Segunda mano/buen estado , Armarios empotrados , Certificación energética: en trámite ,,,,,,,,,, Planta 2ª exterior , Con ascensor ,,,,,,,,, Barrio Zarzaquemada , Distrito Zarzaquemada , Leganés ," Zona sur, Madrid ",,,,,159.900
39730641, 80 m² construidos , 3 habitaciones , 1 baño , Segunda mano/buen estado , Certificación energética: en trámite ,,,,,,,,,,,, Planta 1ª exterior , Sin ascensor ,,, Aire acondicionado ,,,,,, Barrio Zarzaquemada , Distrito Zarzaquemada , Leganés ," Zona sur, Madrid ",,,,,149.500
