lon,lat
-3.70078794546889,40.4265583972771
-3.70262654102007,40.4151868426922
-3.69602122796948,40.4204429415592
-3.70667958200969,40.4150360139996
-3.71010306690355,40.4177988318769
-3.70885493996655,40.4179236085615
-3.70994280240262,40.4115115035366
-3.70771321328205,40.4113179643218
-3.70764784224794,40.4174535240349
-3.70787189648395,40.4118395177585
-3.69387707949041,40.4125278694564
-3.70925397474061,40.4177589986305
-3.70783652495434,40.4197226466896
-3.70694434016465,40.4166830502811
-3.70709388257384,40.416330783165
-3.70264282508713,40.4156191778862
-3.69660381705477,40.4220700686212
-3.70671700199188,40.4186123747345
-3.70049141691736,40.415019617572
-3.70554782931436,40.4161420293229
-3.69563745121608,40.4266704942017
-3.7081420768397,40.4218829439514
-3.70932697876584,40.4157315165858
-3.69501207323013,40.4151607038928
-3.70727124594558,40.4175098826899
-3.70571614972617,40.4153301881189
-3.69279355111133,40.4091469623881
-3.71076357788513,40.4178398183688
-3.69428897801584,40.4101740337252
-3.70618066178817,40.4191742123447
-3.70807096099551,40.4139644339381
-3.70768986605052,40.4147145179548
-3.70261269354078,40.4149887278457
-3.71000352343149,40.4094390491267
-3.70322181005188,40.4180210721193
-3.70278538697543,40.4202579675049
-3.71085497649529,40.423163685927
-3.70801974785661,40.4203341392382
-3.70698684385356,40.4196287462414
-3.71067238357692,40.4226152575934
-3.70899178783265,40.4219768356185
-3.7094496960393,40.4195596053514
-3.70902984454438,40.4177423552808
-3.70843586994501,40.4150432839169
-3.70264507418777,40.4158353812838
-3.71140688328624,40.4128898975753
-3.69969682506951,40.4179613774292
-3.7053805398919,40.4170529633462
-3.69952068173237,40.4180255065941
-3.69805855954471,40.4248181486873
-3.70766938613805,40.412759680346
-3.69276582449343,40.4087417209137
-3.69807569678671,40.4184936113503
-3.70935441310401,40.4149655796218
-3.70297355638203,40.4145541001044
-3.7066093377907,40.4150814885479
-3.70262766552412,40.4152949444005
-3.70548278041305,40.4200703676489
-3.69950280379958,40.4083317875989
-3.70325897921254,40.4125343376767
-3.7011140375886,40.4091419426883
-3.70619107276462,40.4156606228754
-3.70944783706495,40.4227488147733
-3.69600319388453,40.4072538018417
-3.70580448767904,40.4158882095832
-3.69901705135326,40.4206141471472
-3.71008832665398,40.4231232619795
-3.70387710854649,40.4266207118281
-3.70386615007704,40.4232964465401
-3.71007157344086,40.4237721051419
-3.70728126322087,40.4252305637932
-3.70040404499032,40.422506659508
-3.71182660532057,40.4124548800249
-3.70723006205474,40.4259696172979
-3.70123299426617,40.4149250317403
-3.70797686413556,40.4139830282611
-3.70140510550121,40.4144735354191
-3.7106661584761,40.4119304848854
-3.70059855094849,40.4208027731988
-3.70651502236016,40.4195865852993
-3.70819544990048,40.4157204350625
-3.70176101598909,40.4271741176716
-3.70867776585439,40.4178886585485
-3.71129645384987,40.4169536553704
