Year,Cuat,tasa.paro,Genero,prov,Provincias
2013,1,22.8177641653905,Mujeres,32,Ourense
2013,2,23.5478806907378,Mujeres,32,Ourense
2013,3,23.4645669291339,Mujeres,32,Ourense
2013,4,23.4836702954899,Mujeres,32,Ourense
2014,1,23.6760124610592,Mujeres,32,Ourense
2014,2,23.7871674491393,Mujeres,32,Ourense
2014,3,19.6850393700787,Mujeres,32,Ourense
2014,4,19.7268588770865,Mujeres,32,Ourense
2011,1,18.7361908970393,Mujeres,33,Asturias
2011,2,16.4425162689805,Mujeres,33,Asturias
2011,3,16.431718061674,Mujeres,33,Asturias
2011,4,17.5454142667257,Mujeres,33,Asturias
2012,1,20.6227436823105,Mujeres,33,Asturias
2012,2,20.7877461706783,Mujeres,33,Asturias
2012,3,21.5211754537597,Mujeres,33,Asturias
2012,4,24.0489724529952,Mujeres,33,Asturias
2013,1,25.6576110392411,Mujeres,33,Asturias
2013,2,23.5890652557319,Mujeres,33,Asturias
2013,3,24.8479582971329,Mujeres,33,Asturias
2013,4,23.3435717419921,Mujeres,33,Asturias
2014,1,24.0716470074268,Mujeres,33,Asturias
2014,2,21.9630281690141,Mujeres,33,Asturias
2014,3,21.511879049676,Mujeres,33,Asturias
2014,4,21.2671688081524,Mujeres,33,Asturias
2011,1,19.8879551820728,Mujeres,34,Palencia
2011,2,19.4117647058824,Mujeres,34,Palencia
2011,3,20.6489675516224,Mujeres,34,Palencia
2011,4,23.1428571428571,Mujeres,34,Palencia
2012,1,23.2352941176471,Mujeres,34,Palencia
2012,2,24.5614035087719,Mujeres,34,Palencia
2012,3,24.207492795389,Mujeres,34,Palencia
2012,4,20.6153846153846,Mujeres,34,Palencia
2013,1,24.2774566473988,Mujeres,34,Palencia
2013,2,25.2199413489736,Mujeres,34,Palencia
2013,3,27.8089887640449,Mujeres,34,Palencia
2013,4,26.0744985673352,Mujeres,34,Palencia
2014,1,25.3822629969419,Mujeres,34,Palencia
2014,2,22.6006191950464,Mujeres,34,Palencia
2014,3,28.5276073619632,Mujeres,34,Palencia
2014,4,28.3987915407855,Mujeres,34,Palencia
2011,1,29.3137643792146,Mujeres,35,"Palmas, Las"
2011,2,33.0126971912274,Mujeres,35,"Palmas, Las"
2011,3,32.1104536489152,Mujeres,35,"Palmas, Las"
2011,4,32.9158512720157,Mujeres,35,"Palmas, Las"
2012,1,35.548686244204,Mujeres,35,"Palmas, Las"
2012,2,37.5345713156855,Mujeres,35,"Palmas, Las"
2012,3,36.6955212645841,Mujeres,35,"Palmas, Las"
2012,4,34.9116873355881,Mujeres,35,"Palmas, Las"
2013,1,36.1827560795873,Mujeres,35,"Palmas, Las"
2013,2,36.7476635514019,Mujeres,35,"Palmas, Las"
2013,3,37.532419414598,Mujeres,35,"Palmas, Las"
2013,4,32.5956489122281,Mujeres,35,"Palmas, Las"
2014,1,30.5039787798409,Mujeres,35,"Palmas, Las"
2014,2,33.7904761904762,Mujeres,35,"Palmas, Las"
2014,3,36.0884749708964,Mujeres,35,"Palmas, Las"
2014,4,34.9393019726859,Mujeres,35,"Palmas, Las"
2011,1,20.7992296581608,Mujeres,36,Pontevedra
2011,2,19.1852202747513,Mujeres,36,Pontevedra
2011,3,21.7411764705882,Mujeres,36,Pontevedra
2011,4,24.2496426869938,Mujeres,36,Pontevedra
2012,1,26.0787102892366,Mujeres,36,Pontevedra
2012,2,25.1990632318501,Mujeres,36,Pontevedra
2012,3,23.2167832167832,Mujeres,36,Pontevedra
2012,4,23.6432279377065,Mujeres,36,Pontevedra
2013,1,25.2278177458034,Mujeres,36,Pontevedra
2013,2,25.702046644455,Mujeres,36,Pontevedra
2013,3,24.3535496003761,Mujeres,36,Pontevedra
2013,4,24.2409867172676,Mujeres,36,Pontevedra
2014,1,25.4976303317536,Mujeres,36,Pontevedra
2014,2,25.296630280019,Mujeres,36,Pontevedra
2014,3,23.6197791646663,Mujeres,36,Pontevedra
2014,4,26.1222540592168,Mujeres,36,Pontevedra
2011,1,18.6344238975818,Mujeres,37,Salamanca
2011,2,17.3076923076923,Mujeres,37,Salamanca
2011,3,17.8294573643411,Mujeres,37,Salamanca
2011,4,19.9192462987887,Mujeres,37,Salamanca
2012,1,24.0837696335079,Mujeres,37,Salamanca
2012,2,23.1175693527081,Mujeres,37,Salamanca
2012,3,21.5846994535519,Mujeres,37,Salamanca
2012,4,23.9189189189189,Mujeres,37,Salamanca
2013,1,23.5685752330226,Mujeres,37,Salamanca
2013,2,19.774011299435,Mujeres,37,Salamanca
2013,3,22.5895316804408,Mujeres,37,Salamanca
2013,4,27.2608125819135,Mujeres,37,Salamanca
2014,1,22.7336122733612,Mujeres,37,Salamanca
2014,2,21.0164835164835,Mujeres,37,Salamanca
2014,3,22.9711141678129,Mujeres,37,Salamanca
2014,4,26.2482168330956,Mujeres,37,Salamanca
2011,1,25.6365990504963,Mujeres,38,Santa Cruz de Tenerife
2011,2,24.4702949729954,Mujeres,38,Santa Cruz de Tenerife
2011,3,26.4545835077438,Mujeres,38,Santa Cruz de Tenerife
2011,4,28.3726812816189,Mujeres,38,Santa Cruz de Tenerife
2012,1,31.8273497377975,Mujeres,38,Santa Cruz de Tenerife
2012,2,29.3447293447293,Mujeres,38,Santa Cruz de Tenerife
2012,3,30.7692307692308,Mujeres,38,Santa Cruz de Tenerife
2012,4,29.2570951585977,Mujeres,38,Santa Cruz de Tenerife
2013,1,29.8475867908552,Mujeres,38,Santa Cruz de Tenerife
2013,2,29.4714587737844,Mujeres,38,Santa Cruz de Tenerife
2013,3,29.3547026571067,Mujeres,38,Santa Cruz de Tenerife
2013,4,30.8677685950413,Mujeres,38,Santa Cruz de Tenerife
2014,1,33.6764100452861,Mujeres,38,Santa Cruz de Tenerife
2014,2,33.9464882943144,Mujeres,38,Santa Cruz de Tenerife
2014,3,32.5286415711948,Mujeres,38,Santa Cruz de Tenerife
2014,4,29.3420514916224,Mujeres,38,Santa Cruz de Tenerife
2011,1,15.1785714285714,Mujeres,39,Cantabria
2011,2,13.0434782608696,Mujeres,39,Cantabria
2011,3,13.2501948558067,Mujeres,39,Cantabria
2011,4,15.7154026583268,Mujeres,39,Cantabria
2012,1,19.5471698113208,Mujeres,39,Cantabria
2012,2,16.1365399534523,Mujeres,39,Cantabria
2012,3,14.6456692913386,Mujeres,39,Cantabria
2012,4,19.0916089299461,Mujeres,39,Cantabria
2013,1,20.8069620253165,Mujeres,39,Cantabria
2013,2,23.01024428684,Mujeres,39,Cantabria
2013,3,18.2242990654206,Mujeres,39,Cantabria
2013,4,21.3343677269201,Mujeres,39,Cantabria
2014,1,20.4527712724434,Mujeres,39,Cantabria
2014,2,18.5388845247447,Mujeres,39,Cantabria
2014,3,18.2795698924731,Mujeres,39,Cantabria
2014,4,17.4015748031496,Mujeres,39,Cantabria
2011,1,15.8054711246201,Mujeres,40,Segovia
2011,2,14.2857142857143,Mujeres,40,Segovia
2011,3,15.5963302752294,Mujeres,40,Segovia
2011,4,18.562874251497,Mujeres,40,Segovia
2012,1,25.1445086705202,Mujeres,40,Segovia
2012,2,24.9230769230769,Mujeres,40,Segovia
2012,3,22.0238095238095,Mujeres,40,Segovia
2012,4,23.2558139534884,Mujeres,40,Segovia
2013,1,24.0356083086053,Mujeres,40,Segovia
2013,2,25.2173913043478,Mujeres,40,Segovia
2013,3,21.4705882352941,Mujeres,40,Segovia
2013,4,19.9430199430199,Mujeres,40,Segovia
2014,1,16.5191740412979,Mujeres,40,Segovia
2014,2,13.0434782608696,Mujeres,40,Segovia
2014,3,14.0762463343109,Mujeres,40,Segovia
2014,4,14.8809523809524,Mujeres,40,Segovia
2011,1,28.3151515151515,Mujeres,41,Sevilla
2011,2,27.8248245826276,Mujeres,41,Sevilla
2011,3,29.9927025054731,Mujeres,41,Sevilla
2011,4,29.3095123128923,Mujeres,41,Sevilla
2012,1,30.6707750651813,Mujeres,41,Sevilla
2012,2,32.2190611664296,Mujeres,41,Sevilla
2012,3,33.9667458432304,Mujeres,41,Sevilla
2012,4,34.1110592627158,Mujeres,41,Sevilla
2013,1,35.3131499884447,Mujeres,41,Sevilla
2013,2,34.6943430656934,Mujeres,41,Sevilla
2013,3,35.0131358968235,Mujeres,41,Sevilla
2013,4,38.0072959416325,Mujeres,41,Sevilla
2014,1,34.7022587268994,Mujeres,41,Sevilla
2014,2,33.7249481686247,Mujeres,41,Sevilla
2014,3,36.3060314480169,Mujeres,41,Sevilla
2014,4,34.5790184601531,Mujeres,41,Sevilla
2011,1,20,Mujeres,42,Soria
2011,2,18.1372549019608,Mujeres,42,Soria
2011,3,15.2380952380952,Mujeres,42,Soria
2011,4,15.1219512195122,Mujeres,42,Soria
2012,1,16.751269035533,Mujeres,42,Soria
2012,2,16.1764705882353,Mujeres,42,Soria
2012,3,15.609756097561,Mujeres,42,Soria
2012,4,17.3267326732673,Mujeres,42,Soria
2013,1,16.2303664921466,Mujeres,42,Soria
2013,2,15.8974358974359,Mujeres,42,Soria
2013,3,16.580310880829,Mujeres,42,Soria
2013,4,17.6767676767677,Mujeres,42,Soria
2014,1,19.2118226600985,Mujeres,42,Soria
2014,2,20.4878048780488,Mujeres,42,Soria
2014,3,21.3197969543147,Mujeres,42,Soria
2014,4,21.1340206185567,Mujeres,42,Soria
2011,1,19.5216907675195,Mujeres,43,Tarragona
2011,2,18.5244161358811,Mujeres,43,Tarragona
2011,3,19.7282608695652,Mujeres,43,Tarragona
2011,4,21.7777777777778,Mujeres,43,Tarragona
2012,1,23.5546038543897,Mujeres,43,Tarragona
2012,2,21.3888888888889,Mujeres,43,Tarragona
2012,3,25.4322364751813,Mujeres,43,Tarragona
2012,4,26.2654668166479,Mujeres,43,Tarragona
2013,1,28.4934497816594,Mujeres,43,Tarragona
2013,2,26.4512595837897,Mujeres,43,Tarragona
2013,3,25.2276379217997,Mujeres,43,Tarragona
2013,4,27.1111111111111,Mujeres,43,Tarragona
2014,1,27.1949828962372,Mujeres,43,Tarragona
2014,2,22.9853975121687,Mujeres,43,Tarragona
2014,3,18.9333333333333,Mujeres,43,Tarragona
2014,4,22.1052631578947,Mujeres,43,Tarragona
2011,1,15.5405405405405,Mujeres,44,Teruel
2011,2,17.9930795847751,Mujeres,44,Teruel
2011,3,15.4929577464789,Mujeres,44,Teruel
2011,4,14.4366197183099,Mujeres,44,Teruel
2012,1,16.9675090252708,Mujeres,44,Teruel
2012,2,19.5729537366548,Mujeres,44,Teruel
2012,3,20,Mujeres,44,Teruel
2012,4,22.0149253731343,Mujeres,44,Teruel
2013,1,20.6896551724138,Mujeres,44,Teruel
2013,2,22.4264705882353,Mujeres,44,Teruel
2013,3,20.9737827715356,Mujeres,44,Teruel
2013,4,21.455938697318,Mujeres,44,Teruel
2014,1,22.1804511278196,Mujeres,44,Teruel
2014,2,23.6559139784946,Mujeres,44,Teruel
2014,3,23.3576642335766,Mujeres,44,Teruel
2014,4,23.2472324723247,Mujeres,44,Teruel
2011,1,27.5087719298246,Mujeres,45,Toledo
2011,2,27.810650887574,Mujeres,45,Toledo
2011,3,25.4940711462451,Mujeres,45,Toledo
2011,4,27.9131007241606,Mujeres,45,Toledo
2012,1,31.1168495803744,Mujeres,45,Toledo
2012,2,31.8504190844616,Mujeres,45,Toledo
2012,3,31.0819672131148,Mujeres,45,Toledo
2012,4,35.3776630083925,Mujeres,45,Toledo
2013,1,35.1475409836066,Mujeres,45,Toledo
2013,2,34.6477052359405,Mujeres,45,Toledo
2013,3,33.3550065019506,Mujeres,45,Toledo
2013,4,33.2223701731025,Mujeres,45,Toledo
2014,1,37.682119205298,Mujeres,45,Toledo
2014,2,34.7589952477936,Mujeres,45,Toledo
2014,3,34.7645429362881,Mujeres,45,Toledo
2014,4,35.1129363449692,Mujeres,45,Toledo
2011,1,24.7570332480818,Mujeres,46,Valencia/València
2011,2,24.1443578447984,Mujeres,46,Valencia/València
2011,3,24.6130551816958,Mujeres,46,Valencia/València
2011,4,23.7044466733534,Mujeres,46,Valencia/València
2012,1,23.7408851958623,Mujeres,46,Valencia/València
2012,2,24.9196956889265,Mujeres,46,Valencia/València
2012,3,27.4506466984343,Mujeres,46,Valencia/València
2012,4,26.5217391304348,Mujeres,46,Valencia/València
2013,1,28.0900778868947,Mujeres,46,Valencia/València
2013,2,28.9286921257182,Mujeres,46,Valencia/València
2013,3,26.7093647221741,Mujeres,46,Valencia/València
2013,4,24.8589502479056,Mujeres,46,Valencia/València
2014,1,27.5188485263879,Mujeres,46,Valencia/València
2014,2,26.3029031129766,Mujeres,46,Valencia/València
2014,3,25.7331902718169,Mujeres,46,Valencia/València
2014,4,23.1470124408621,Mujeres,46,Valencia/València
2011,1,16.8896321070234,Mujeres,47,Valladolid
2011,2,18.3098591549296,Mujeres,47,Valladolid
2011,3,18.8006482982172,Mujeres,47,Valladolid
2011,4,18.2847896440129,Mujeres,47,Valladolid
2012,1,18.4602649006623,Mujeres,47,Valladolid
2012,2,19.0983606557377,Mujeres,47,Valladolid
2012,3,20.5691056910569,Mujeres,47,Valladolid
2012,4,19.5325542570952,Mujeres,47,Valladolid
2013,1,20.1639344262295,Mujeres,47,Valladolid
2013,2,20.2945990180033,Mujeres,47,Valladolid
2013,3,21.8696397941681,Mujeres,47,Valladolid
2013,4,22.2793487574979,Mujeres,47,Valladolid
2014,1,20.2247191011236,Mujeres,47,Valladolid
2014,2,21.0113339145597,Mujeres,47,Valladolid
2014,3,17.5901495162709,Mujeres,47,Valladolid
2014,4,19.724375538329,Mujeres,47,Valladolid
2011,1,13.8357705286839,Mujeres,48,Bizkaia
2011,2,13.5304990757856,Mujeres,48,Bizkaia
2011,3,12.7037037037037,Mujeres,48,Bizkaia
2011,4,15.3817914831131,Mujeres,48,Bizkaia
2012,1,14.1059855127716,Mujeres,48,Bizkaia
2012,2,16.9504351116156,Mujeres,48,Bizkaia
2012,3,17.4698795180723,Mujeres,48,Bizkaia
2012,4,17.0553935860058,Mujeres,48,Bizkaia
2013,1,17.6783004552352,Mujeres,48,Bizkaia
2013,2,15.645472061657,Mujeres,48,Bizkaia
2013,3,18.6959937156324,Mujeres,48,Bizkaia
2013,4,16.9195751138088,Mujeres,48,Bizkaia
2014,1,17.9377431906615,Mujeres,48,Bizkaia
2014,2,15.2173913043478,Mujeres,48,Bizkaia
2014,3,15.7873376623377,Mujeres,48,Bizkaia
2014,4,16.9653069004956,Mujeres,48,Bizkaia
2011,1,24.4117647058824,Mujeres,49,Zamora
2011,2,20.440251572327,Mujeres,49,Zamora
2011,3,19.7604790419162,Mujeres,49,Zamora
2011,4,19.8083067092652,Mujeres,49,Zamora
2012,1,19.5583596214511,Mujeres,49,Zamora
2012,2,24.3827160493827,Mujeres,49,Zamora
2012,3,27.6073619631902,Mujeres,49,Zamora
2012,4,27.7258566978193,Mujeres,49,Zamora
2013,1,29.8136645962733,Mujeres,49,Zamora
2013,2,27.299703264095,Mujeres,49,Zamora
2013,3,30.2052785923754,Mujeres,49,Zamora
2013,4,23.3236151603499,Mujeres,49,Zamora
2014,1,26.0387811634349,Mujeres,49,Zamora
2014,2,28.2967032967033,Mujeres,49,Zamora
2014,3,28.6096256684492,Mujeres,49,Zamora
2014,4,28.686327077748,Mujeres,49,Zamora
2011,1,18.9429373246024,Mujeres,50,Zaragoza
2011,2,18.4672206832872,Mujeres,50,Zaragoza
2011,3,17.4193548387097,Mujeres,50,Zaragoza
2011,4,17.0222423967317,Mujeres,50,Zaragoza
2012,1,19.8015336039693,Mujeres,50,Zaragoza
2012,2,20.2407489968792,Mujeres,50,Zaragoza
2012,3,20.8333333333333,Mujeres,50,Zaragoza
2012,4,21.875,Mujeres,50,Zaragoza
2013,1,24.5098039215686,Mujeres,50,Zaragoza
2013,2,25.6,Mujeres,50,Zaragoza
2013,3,23.1750219876869,Mujeres,50,Zaragoza
2013,4,21.4573088958426,Mujeres,50,Zaragoza
2014,1,25.0111856823266,Mujeres,50,Zaragoza
2014,2,22.6083032490975,Mujeres,50,Zaragoza
2014,3,22.1917808219178,Mujeres,50,Zaragoza
2014,4,23.2996323529412,Mujeres,50,Zaragoza
2011,1,32.3076923076923,Mujeres,51,Ceuta
2011,2,35.5072463768116,Mujeres,51,Ceuta
2011,3,41.3533834586466,Mujeres,51,Ceuta
2011,4,38.0645161290323,Mujeres,51,Ceuta
2012,1,42.4050632911392,Mujeres,51,Ceuta
2012,2,44.0993788819876,Mujeres,51,Ceuta
2012,3,55.3571428571429,Mujeres,51,Ceuta
2012,4,50.3355704697987,Mujeres,51,Ceuta
2013,1,47.3053892215569,Mujeres,51,Ceuta
2013,2,42,Mujeres,51,Ceuta
2013,3,42.483660130719,Mujeres,51,Ceuta
2013,4,43.125,Mujeres,51,Ceuta
2014,1,34.0277777777778,Mujeres,51,Ceuta
2014,2,36.6666666666667,Mujeres,51,Ceuta
2014,3,35.8108108108108,Mujeres,51,Ceuta
2014,4,38.7096774193548,Mujeres,51,Ceuta
2011,1,23.1788079470199,Mujeres,52,Melilla
2011,2,23.7037037037037,Mujeres,52,Melilla
2011,3,26.3157894736842,Mujeres,52,Melilla
2011,4,36.231884057971,Mujeres,52,Melilla
2012,1,34.4,Mujeres,52,Melilla
2012,2,35.2941176470588,Mujeres,52,Melilla
2012,3,33.7748344370861,Mujeres,52,Melilla
2012,4,30.3448275862069,Mujeres,52,Melilla
2013,1,29.4520547945206,Mujeres,52,Melilla
2013,2,26.25,Mujeres,52,Melilla
2013,3,38.2165605095541,Mujeres,52,Melilla
2013,4,32.6388888888889,Mujeres,52,Melilla
2014,1,26.5734265734266,Mujeres,52,Melilla
2014,2,33.7837837837838,Mujeres,52,Melilla
2014,3,40.9395973154362,Mujeres,52,Melilla
2014,4,39.5973154362416,Mujeres,52,Melilla
2011,1,12.8586609989373,Hombres,01,Araba/Álava
2011,2,8.81104033970276,Hombres,01,Araba/Álava
2011,3,9.72803347280335,Hombres,01,Araba/Álava
2011,4,10.8193277310924,Hombres,01,Araba/Álava
2012,1,16.3793103448276,Hombres,01,Araba/Álava
2012,2,16.204217536071,Hombres,01,Araba/Álava
2012,3,14.2857142857143,Hombres,01,Araba/Álava
2012,4,20.1123595505618,Hombres,01,Araba/Álava
2013,1,16.8701442841287,Hombres,01,Araba/Álava
2013,2,17.4444444444444,Hombres,01,Araba/Álava
2013,3,17.2645739910314,Hombres,01,Araba/Álava
2013,4,19.7488584474886,Hombres,01,Araba/Álava
2014,1,18.2248520710059,Hombres,01,Araba/Álava
2014,2,16.5707710011507,Hombres,01,Araba/Álava
2014,3,13.6741973840666,Hombres,01,Araba/Álava
2014,4,14.9764150943396,Hombres,01,Araba/Álava
2011,1,20.7373271889401,Hombres,02,Albacete
2011,2,21.6998191681736,Hombres,02,Albacete
2011,3,24.4545454545455,Hombres,02,Albacete
2011,4,24.108818011257,Hombres,02,Albacete
2012,1,25.8801141769743,Hombres,02,Albacete
2012,2,28.0260707635009,Hombres,02,Albacete
2012,3,29.0806754221388,Hombres,02,Albacete
2012,4,28.2296650717703,Hombres,02,Albacete
2013,1,31.2264150943396,Hombres,02,Albacete
2013,2,28.4780578898226,Hombres,02,Albacete
2013,3,27.3645546372819,Hombres,02,Albacete
2013,4,25.095785440613,Hombres,02,Albacete
2014,1,27.0428015564202,Hombres,02,Albacete
2014,2,27.3959341723137,Hombres,02,Albacete
2014,3,30.048309178744,Hombres,02,Albacete
2014,4,23.8691049085659,Hombres,02,Albacete
2011,1,24.5279103548454,Hombres,03,Alicante/Alacant
2011,2,23.2818218788125,Hombres,03,Alicante/Alacant
2011,3,22.2088594908799,Hombres,03,Alicante/Alacant
2011,4,25.767951477206,Hombres,03,Alicante/Alacant
2012,1,29.1486007094994,Hombres,03,Alicante/Alacant
2012,2,27.0938839111804,Hombres,03,Alicante/Alacant
2012,3,25.9382982904303,Hombres,03,Alicante/Alacant
2012,4,26.5390686661405,Hombres,03,Alicante/Alacant
2013,1,26.5732846122615,Hombres,03,Alicante/Alacant
2013,2,24.0357852882704,Hombres,03,Alicante/Alacant
2013,3,24.6605431309904,Hombres,03,Alicante/Alacant
2013,4,26.3326653306613,Hombres,03,Alicante/Alacant
2014,1,26.7341040462428,Hombres,03,Alicante/Alacant
2014,2,25.0152780607048,Hombres,03,Alicante/Alacant
2014,3,23.0199547418227,Hombres,03,Alicante/Alacant
2014,4,23.914373088685,Hombres,03,Alicante/Alacant
2011,1,30.5893813930833,Hombres,04,Almería
2011,2,32.1657622101628,Hombres,04,Almería
2011,3,33.0731707317073,Hombres,04,Almería
2011,4,33.0653266331658,Hombres,04,Almería
2012,1,34.9643221202854,Hombres,04,Almería
2012,2,34.3014521782674,Hombres,04,Almería
2012,3,37.9684418145957,Hombres,04,Almería
2012,4,33.9901477832512,Hombres,04,Almería
2013,1,36.1819090454773,Hombres,04,Almería
2013,2,34.2485549132948,Hombres,04,Almería
2013,3,36.0215053763441,Hombres,04,Almería
2013,4,33.8206627680312,Hombres,04,Almería
2014,1,32.8027013989387,Hombres,04,Almería
2014,2,31.8136769078295,Hombres,04,Almería
2014,3,34.5536609829489,Hombres,04,Almería
2014,4,33.4508816120907,Hombres,04,Almería
2011,1,26.7857142857143,Hombres,05,Ávila
2011,2,24.3478260869565,Hombres,05,Ávila
2011,3,19.661733615222,Hombres,05,Ávila
2011,4,20,Hombres,05,Ávila
2012,1,24.6753246753247,Hombres,05,Ávila
2012,2,25.1572327044025,Hombres,05,Ávila
2012,3,22.4318658280922,Hombres,05,Ávila
2012,4,20.5183585313175,Hombres,05,Ávila
2013,1,24.4394618834081,Hombres,05,Ávila
2013,2,23.7250554323725,Hombres,05,Ávila
2013,3,21.0752688172043,Hombres,05,Ávila
2013,4,23.4273318872017,Hombres,05,Ávila
2014,1,24.6636771300448,Hombres,05,Ávila
2014,2,23.3409610983982,Hombres,05,Ávila
2014,3,21.1009174311927,Hombres,05,Ávila
2014,4,23.7209302325581,Hombres,05,Ávila
2011,1,24.6161990471149,Hombres,06,Badajoz
2011,2,22.0556745182013,Hombres,06,Badajoz
2011,3,22.7146814404432,Hombres,06,Badajoz
2011,4,26.4444444444444,Hombres,06,Badajoz
2012,1,30.8655416439848,Hombres,06,Badajoz
2012,2,30.1980198019802,Hombres,06,Badajoz
2012,3,29.4179894179894,Hombres,06,Badajoz
2012,4,32.0540540540541,Hombres,06,Badajoz
2013,1,35.8337830545062,Hombres,06,Badajoz
2013,2,33.0756488128106,Hombres,06,Badajoz
2013,3,31.4238042269188,Hombres,06,Badajoz
2013,4,29.3614595210946,Hombres,06,Badajoz
2014,1,31.4415437003405,Hombres,06,Badajoz
2014,2,27.4103139013453,Hombres,06,Badajoz
2014,3,23.8864142538976,Hombres,06,Badajoz
2014,4,28.9502762430939,Hombres,06,Badajoz
2011,1,23.7652341244387,Hombres,07,"Balears, Illes"
2011,2,20.3749231714813,Hombres,07,"Balears, Illes"
2011,3,19.6195005945303,Hombres,07,"Balears, Illes"
2011,4,25.787523162446,Hombres,07,"Balears, Illes"
2012,1,26.8800497203232,Hombres,07,"Balears, Illes"
2012,2,19.6627521830774,Hombres,07,"Balears, Illes"
2012,3,19.1099476439791,Hombres,07,"Balears, Illes"
2012,4,24.2765763021627,Hombres,07,"Balears, Illes"
2013,1,28.0243161094225,Hombres,07,"Balears, Illes"
2013,2,20.4954290769684,Hombres,07,"Balears, Illes"
2013,3,17.4874668239457,Hombres,07,"Balears, Illes"
2013,4,24.3534482758621,Hombres,07,"Balears, Illes"
2014,1,27.960102960103,Hombres,07,"Balears, Illes"
2014,2,20.5442583732057,Hombres,07,"Balears, Illes"
2014,3,17.5351288056206,Hombres,07,"Balears, Illes"
2014,4,19.9126092384519,Hombres,07,"Balears, Illes"
2011,1,19.7159198039093,Hombres,08,Barcelona
2011,2,18.636073932441,Hombres,08,Barcelona
2011,3,20.8190693546342,Hombres,08,Barcelona
2011,4,20.5848329048843,Hombres,08,Barcelona
2012,1,21.8310775637689,Hombres,08,Barcelona
2012,2,22.8522898020514,Hombres,08,Barcelona
2012,3,23.5358830000647,Hombres,08,Barcelona
2012,4,24.9671829876608,Hombres,08,Barcelona
2013,1,25.2430373095113,Hombres,08,Barcelona
2013,2,24.0601503759399,Hombres,08,Barcelona
2013,3,23.6112970151252,Hombres,08,Barcelona
2013,4,21.7721690752426,Hombres,08,Barcelona
2014,1,22.8342685096483,Hombres,08,Barcelona
2014,2,19.8260389341433,Hombres,08,Barcelona
2014,3,18.7750587584681,Hombres,08,Barcelona
2014,4,19.901753428396,Hombres,08,Barcelona
2011,1,15.3392330383481,Hombres,09,Burgos
2011,2,13.9312977099237,Hombres,09,Burgos
2011,3,14.5403377110694,Hombres,09,Burgos
2011,4,13.8030888030888,Hombres,09,Burgos
2012,1,14.6034816247582,Hombres,09,Burgos
2012,2,13.3458646616541,Hombres,09,Burgos
2012,3,13.6111111111111,Hombres,09,Burgos
2012,4,15.5238095238095,Hombres,09,Burgos
2013,1,21.1798839458414,Hombres,09,Burgos
2013,2,17.1,Hombres,09,Burgos
2013,3,16.370808678501,Hombres,09,Burgos
2013,4,16.8986083499006,Hombres,09,Burgos
2014,1,13.9817629179331,Hombres,09,Burgos
2014,2,17.0421155729677,Hombres,09,Burgos
2014,3,17.0443349753695,Hombres,09,Burgos
2014,4,17.982017982018,Hombres,09,Burgos
2011,1,19.8058252427184,Hombres,10,Cáceres
2011,2,19.7876447876448,Hombres,10,Cáceres
2011,3,21.087786259542,Hombres,10,Cáceres
2011,4,24.9289099526066,Hombres,10,Cáceres
2012,1,29.8160696999032,Hombres,10,Cáceres
2012,2,32.7237728585178,Hombres,10,Cáceres
2012,3,31.6981132075472,Hombres,10,Cáceres
2012,4,30.8056872037915,Hombres,10,Cáceres
2013,1,33.847637415622,Hombres,10,Cáceres
2013,2,31.3931297709924,Hombres,10,Cáceres
2013,3,32.7137546468402,Hombres,10,Cáceres
2013,4,29.7348484848485,Hombres,10,Cáceres
2014,1,28.6407766990291,Hombres,10,Cáceres
2014,2,26.6098484848485,Hombres,10,Cáceres
2014,3,24.1860465116279,Hombres,10,Cáceres
2014,4,24.3577545195052,Hombres,10,Cáceres
2011,1,30.6336939721793,Hombres,11,Cádiz
2011,2,30.3847318994244,Hombres,11,Cádiz
2011,3,29.4506154308016,Hombres,11,Cádiz
2011,4,33.2529394030751,Hombres,11,Cádiz
2012,1,33.5939943697216,Hombres,11,Cádiz
2012,2,33.046946916232,Hombres,11,Cádiz
2012,3,35.0015073861924,Hombres,11,Cádiz
2012,4,35.9987838248708,Hombres,11,Cádiz
2013,1,38.681592039801,Hombres,11,Cádiz
2013,2,37.0877411325451,Hombres,11,Cádiz
2013,3,34.1890667472063,Hombres,11,Cádiz
2013,4,36.828885400314,Hombres,11,Cádiz
2014,1,40.9313725490196,Hombres,11,Cádiz
2014,2,39.8958971218616,Hombres,11,Cádiz
2014,3,40.2756508422665,Hombres,11,Cádiz
2014,4,40.0062169723345,Hombres,11,Cádiz
2011,1,25.9953161592506,Hombres,12,Castellón/Castelló
2011,2,26.1336515513127,Hombres,12,Castellón/Castelló
2011,3,25.5168340224454,Hombres,12,Castellón/Castelló
2011,4,26.6747133373567,Hombres,12,Castellón/Castelló
2012,1,29.5191722458917,Hombres,12,Castellón/Castelló
2012,2,28.7446937537902,Hombres,12,Castellón/Castelló
2012,3,26.9908814589666,Hombres,12,Castellón/Castelló
2012,4,25.462392108508,Hombres,12,Castellón/Castelló
2013,1,29.911838790932,Hombres,12,Castellón/Castelló
2013,2,29.3606455617629,Hombres,12,Castellón/Castelló
2013,3,25.625,Hombres,12,Castellón/Castelló
2013,4,27.2204472843451,Hombres,12,Castellón/Castelló
2014,1,26.6968325791855,Hombres,12,Castellón/Castelló
2014,2,25.9119496855346,Hombres,12,Castellón/Castelló
2014,3,26.0089686098655,Hombres,12,Castellón/Castelló
