,att_main_0,att_main_1,att_main_2,att_main_3,att_main_4,att_main_5,att_main_6,att_main_7,att_main_8,att_main_9,att_main_10,att_main_11,att_main_12,att_main_13,att_main_14,att_main_15,att_build_0,att_build_1,att_build_2,att_build_3,att_equipment_0,att_equipment_1,att_equipment_2,att_equipment_3,att_equipment_4,att_location_0,att_location_1,att_location_2,att_location_3,att_location_4,att_location_5,att_location_6,att_location_7,att_location_8,price
39432091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[None]
39432089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[None]
28752994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[None]
39624364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[None]
39560837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[None]
39010659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[None]
38903874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[None]
39411087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[None]
39580362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[None]
39140215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[None]
37476813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[None]
39487824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[None]
39561380, 90 m² construidos , 3 habitaciones , 2 baños , Segunda mano/buen estado , Trastero , Certificación energética: en trámite ,,,,,,,,,,, Planta 1ª exterior , Con ascensor ,,,,,,,,, Distrito Centro , Fuenlabrada ," Zona sur, Madrid ",,,,,,142.000
39500719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[None]
39740696," 75 m² construidos, 63 m² útiles ", 3 habitaciones , 1 baño , Terraza , Segunda mano/buen estado , Orientación este , Construido en 1973 , Certificación energética: en trámite ,,,,,,,,, Planta 3ª exterior , Con ascensor ,,,,,,,,Calle salamanca, Distrito Centro , Fuenlabrada ," Zona sur, Madrid ",,,,,,129.000
39711908," 64 m² construidos, 59 m² útiles ", 3 habitaciones , 1 baño , Segunda mano/para reformar , Construido en 1972 , Certificación energética: en trámite ,,,,,,,,,,, Planta 2ª exterior , Sin ascensor ,,,,,,,, San jose, Distrito Centro , Fuenlabrada ," Zona sur, Madrid ",,,,,,85.000
39727304," 76 m² construidos, 73 m² útiles ", 3 habitaciones , 1 baño , Segunda mano/buen estado , Armarios empotrados , Trastero , Orientación norte , Construido en 1978 , Certificación energética: no indicado ,,,,,,,, Planta 4ª exterior , Sin ascensor ,,,,,,,,, Distrito La Serna , Fuenlabrada ," Zona sur, Madrid ",,,,,,83.000
39727308," 84 m² construidos, 79 m² útiles ", 3 habitaciones , 1 baño , Segunda mano/buen estado , Armarios empotrados , Trastero , Construido en 1978 , Certificación energética: no indicado ,,,,,,,,, Planta 4ª exterior , Sin ascensor ,,, Aire acondicionado ,,,,,, Distrito La Serna , Fuenlabrada ," Zona sur, Madrid ",,,,,,119.000
39730470, 85 m² construidos , 3 habitaciones , 1 baño , Terraza , Segunda mano/buen estado , Armarios empotrados , Construido en 1975 , Certificación energética: en trámite ,,,,,,,,, Planta 3ª exterior , Con ascensor ,,,,,,,,, Distrito El Arroyo - La Fuente , Fuenlabrada ," Zona sur, Madrid ",,,,,,133.050
39742600, 91 m² construidos , 3 habitaciones , 2 baños , Terraza , Plaza de garaje incluida en el precio , Segunda mano/buen estado , Armarios empotrados , Certificación energética: en trámite ,,,,,,,,, Planta 1ª exterior , Con ascensor ,,,,,,,,Calle de los Arados, Distrito El Arroyo - La Fuente , Fuenlabrada ," Zona sur, Madrid ",,,,,,257.000
36753013," 78 m² construidos, 68 m² útiles ", 3 habitaciones , 1 baño , Terraza , Segunda mano/buen estado , Orientación sur , Certificación energética: en trámite ,,,,,,,,,, Planta 3ª exterior , Sin ascensor ,,,,,,,,Calle de Lima, Distrito La Avanzada - La Cueva , Fuenlabrada ," Zona sur, Madrid ",,,,,,117.350
39747190," 83 m² construidos, 75 m² útiles ", 3 habitaciones , 1 baño , Terraza , Segunda mano/buen estado ," Orientación sur, oeste ", Construido en 1978 , Certificación energética: en trámite ,,,,,,,,, Planta 8ª exterior , Con ascensor ,,, Aire acondicionado , Jardín ,,,,Calle Galicia, Urb. EL NARANJO , Distrito El Naranjo , Fuenlabrada ," Zona sur, Madrid ",,,,,137.000
39738554," 105 m² construidos, 85 m² útiles ", 4 habitaciones , 2 baños , Segunda mano/buen estado , Armarios empotrados , Trastero ," Orientación norte, sur ", Construido en 1994 , Certificación energética: en trámite ,,,,,,,, Planta 12ª interior , Con ascensor ,,, Aire acondicionado , Jardín ,,,,Paseo del saler, Distrito La Avanzada - La Cueva , Fuenlabrada ," Zona sur, Madrid ",,,,,,138.000
39746792, 95 m² construidos , 3 habitaciones , 2 baños , Plaza de garaje incluida en el precio , Segunda mano/buen estado , Trastero , Certificación energética: en trámite ,,,,,,,,,, Planta 4ª exterior , Con ascensor ,,, Aire acondicionado , Piscina , Jardín ,,,, Distrito Centro , Fuenlabrada ," Zona sur, Madrid ",,,,,,255.000
39746510, 65 m² construidos , 3 habitaciones , 1 baño , Terraza , Segunda mano/buen estado , Certificación energética: en trámite ,,,,,,,,,,, Planta 4ª exterior , Sin ascensor ,,, Aire acondicionado ,,,,,, Distrito El Arroyo - La Fuente , Fuenlabrada ," Zona sur, Madrid ",,,,,,119.900
39745881, 85 m² construidos , 3 habitaciones , 1 baño , Terraza , Segunda mano/buen estado , Armarios empotrados , Certificación energética: en trámite ,,,,,,,,,, Planta 1ª exterior , Con ascensor ,,, Aire acondicionado ,,,,,, Distrito La Avanzada - La Cueva , Fuenlabrada ," Zona sur, Madrid ",,,,,,139.900
39745582, 58 m² construidos , 3 habitaciones , 1 baño , Terraza , Segunda mano/buen estado , Armarios empotrados , Certificación energética: en trámite ,,,,,,,,,, Planta 9ª exterior , Con ascensor ,,, Aire acondicionado ,,,,,, Distrito Fuenlabrada II - El Molino , Fuenlabrada ," Zona sur, Madrid ",,,,,,164.900
39745267, 75 m² construidos , 3 habitaciones , 1 baño , Terraza , Segunda mano/buen estado , Certificación energética: en trámite ,,,,,,,,,,, Planta 8ª exterior , Con ascensor ,,,,,,,,, Distrito El Naranjo , Fuenlabrada ," Zona sur, Madrid ",,,,,,134.900
39745030, 120 m² construidos , 3 habitaciones , 2 baños , Terraza , Plaza de garaje incluida en el precio , Segunda mano/buen estado , Armarios empotrados , Trastero , Certificación energética: en trámite ,,,,,,,, Planta 1ª exterior , Con ascensor ,,, Aire acondicionado ,,,,,, Distrito El Arroyo - La Fuente , Fuenlabrada ," Zona sur, Madrid ",,,,,,220.900
39744585, 125 m² construidos , 4 habitaciones , 2 baños , Plaza de garaje incluida en el precio , Segunda mano/buen estado , Armarios empotrados , Certificación energética: en trámite ,,,,,,,,,, Planta 1ª exterior , Con ascensor ,,,,,,,,, Distrito Centro , Fuenlabrada ," Zona sur, Madrid ",,,,,,219.900
39744134, 90 m² construidos , 3 habitaciones , 1 baño , Terraza , Segunda mano/buen estado , Armarios empotrados , Trastero , Certificación energética: en trámite ,,,,,,,,, Bajo exterior , Con ascensor ,,, Aire acondicionado ,,,,,, Distrito Fuenlabrada II - El Molino , Fuenlabrada ," Zona sur, Madrid ",,,,,,159.900
39743964, 65 m² construidos , 3 habitaciones , 1 baño , Segunda mano/buen estado , Armarios empotrados , Trastero , Certificación energética: en trámite ,,,,,,,,,, Planta 4ª exterior , Sin ascensor ,,,,,,,,, Distrito La Serna , Fuenlabrada ," Zona sur, Madrid ",,,,,,124.900
39743751, 95 m² construidos , 3 habitaciones , 2 baños , Plaza de garaje incluida en el precio , Segunda mano/buen estado , Trastero , Certificación energética: en trámite ,,,,,,,,,, Planta 2ª exterior , Con ascensor ,,, Aire acondicionado ,,,,,, Distrito Centro , Fuenlabrada ," Zona sur, Madrid ",,,,,,199.900
39743636, 85 m² construidos , 3 habitaciones , 2 baños , Terraza , Segunda mano/buen estado , Armarios empotrados , Certificación energética: en trámite ,,,,,,,,,, Planta 1ª exterior , Sin ascensor ,,, Aire acondicionado ,,,,,, Distrito Centro , Fuenlabrada ," Zona sur, Madrid ",,,,,,164.000
39743349, 85 m² construidos , 3 habitaciones , 1 baño , Terraza , Segunda mano/buen estado , Certificación energética: en trámite ,,,,,,,,,,, Planta 7ª exterior , Con ascensor ,,,,,,,,, Distrito Fuenlabrada II - El Molino , Fuenlabrada ," Zona sur, Madrid ",,,,,,139.000
39743080, 75 m² construidos , 3 habitaciones , 1 baño , Terraza , Segunda mano/buen estado , Armarios empotrados , Certificación energética: en trámite ,,,,,,,,,, Planta 9ª exterior , Con ascensor ,,, Aire acondicionado ,,,,,, Distrito Fuenlabrada II - El Molino , Fuenlabrada ," Zona sur, Madrid ",,,,,,139.900
39742710, 131 m² construidos , 3 habitaciones , 2 baños , Plaza de garaje incluida en el precio , Segunda mano/buen estado , Armarios empotrados , Trastero , Certificación energética: en trámite ,,,,,,,,, Planta 5ª exterior , Con ascensor ,,, Aire acondicionado , Piscina ,,,,, Distrito Universidad - Hospital , Fuenlabrada ," Zona sur, Madrid ",,,,,,309.900
39742482, 100 m² construidos , 4 habitaciones , 2 baños , Segunda mano/buen estado , Armarios empotrados , Trastero , Certificación energética: en trámite ,,,,,,,,,, Planta 6ª exterior , Con ascensor ,,,,,,,,, Distrito El Arroyo - La Fuente , Fuenlabrada ," Zona sur, Madrid ",,,,,,152.900
39746154, 66 m² construidos , 3 habitaciones , 1 baño , Terraza , Segunda mano/buen estado , Armarios empotrados , Certificación energética: en trámite ,,,,,,,,,, Planta 9ª exterior , Con ascensor ,,, Aire acondicionado ,,,,,, Distrito La Avanzada - La Cueva , Fuenlabrada ," Zona sur, Madrid ",,,,,,162.000
39744896, 100 m² construidos , 3 habitaciones , 2 baños , Terraza , Plaza de garaje por 10.000 eur adicionales , Segunda mano/buen estado , Armarios empotrados , Certificación energética: en trámite ,,,,,,,,, Planta 5ª exterior , Con ascensor ,,, Aire acondicionado ,,,,,, Distrito Fuenlabrada II - El Molino , Fuenlabrada ," Zona sur, Madrid ",,,,,,165.900
39744741, 70 m² construidos , 3 habitaciones , 1 baño , Terraza , Segunda mano/buen estado , Certificación energética: en trámite ,,,,,,,,,,, Planta 4ª exterior , Sin ascensor ,,,,,,,,, Distrito Centro , Fuenlabrada ," Zona sur, Madrid ",,,,,,119.500
39744372, 89 m² construidos , 3 habitaciones , 1 baño , Terraza , Segunda mano/buen estado , Armarios empotrados , Trastero , Certificación energética: en trámite ,,,,,,,,, Planta 9ª exterior , Con ascensor ,,,,,,,,, Distrito El Naranjo , Fuenlabrada ," Zona sur, Madrid ",,,,,,144.900
39742829, 71 m² construidos , 2 habitaciones , 1 baño , Plaza de garaje incluida en el precio , Segunda mano/buen estado , Armarios empotrados , Trastero , Certificación energética: en trámite ,,,,,,,,, Planta 5ª exterior , Con ascensor ,,, Aire acondicionado , Piscina ,,,,, Distrito Universidad - Hospital , Fuenlabrada ," Zona sur, Madrid ",,,,,,203.800
39734889," 100 m² construidos, 80 m² útiles ", 3 habitaciones , 2 baños , Plaza de garaje incluida en el precio , Trastero , Orientación este , Certificación energética:  (IPE no indicado) ,,,,,,,,,, Planta 1ª exterior , Con ascensor ,,, Piscina , Jardín ,,,,Urb. LOREA 2, Urb. LOREA 2 , Distrito La Serna , Fuenlabrada ," Zona sur, Madrid ",,,,,195.000
39730215, 91 m² construidos , 3 habitaciones , 1 baño , Segunda mano/buen estado , Certificación energética: en trámite ,,,,,,,,,,,, Planta 4ª , Con ascensor ,,,,,,,,"Calle de suiza, 3", Distrito Centro , Fuenlabrada ," Zona sur, Madrid ",,,,,,115.623
39747930," 115 m² construidos, 93 m² útiles ", 3 habitaciones , 2 baños , Plaza de garaje incluida en el precio , Segunda mano/buen estado , Armarios empotrados , Trastero , Orientación sur , Construido en 1998 , Certificación energética: en trámite ,,,,,,, Planta 8ª exterior , Con ascensor ,,, Piscina , Jardín ,,,,, Distrito El Arroyo - La Fuente , Fuenlabrada ," Zona sur, Madrid ",,,,,,168.000
39732069, 80 m² construidos , 3 habitaciones , 1 baño , Terraza , Segunda mano/buen estado , Armarios empotrados , Trastero , Orientación oeste , Certificación energética: en trámite , Acceso adaptado a personas con movilidad reducida , Vivienda apta para su uso por personas con movilidad reducida ,,,,,, Planta 3ª exterior , Con ascensor ,,, Jardín ,,,,,, Distrito Loranca , Fuenlabrada ," Zona sur, Madrid ",,,,,,127.000
39724936," 111 m² construidos, 78 m² útiles ", 2 habitaciones , 2 baños , Terraza , Plaza de garaje incluida en el precio , Segunda mano/buen estado , Armarios empotrados , Trastero ," Orientación sur, oeste ", Certificación energética: en trámite ,,,,,,, Planta 3ª exterior , Con ascensor ,,, Aire acondicionado ,,,,,"Calle de los Tulipanes, 4", Distrito Centro , Fuenlabrada ," Zona sur, Madrid ",,,,,,198.000
39737458, 60 m² construidos , 3 habitaciones , 1 baño , Segunda mano/buen estado , Armarios empotrados , Certificación energética: en trámite ,,,,,,,,,,, Planta 3ª exterior , Sin ascensor ,,, Aire acondicionado ,,,,,, Distrito La Serna , Fuenlabrada ," Zona sur, Madrid ",,,,,,99.900
39737284, 100 m² construidos , 3 habitaciones , 2 baños , Segunda mano/buen estado , Armarios empotrados , Certificación energética: en trámite ,,,,,,,,,,, Planta 1ª exterior , Con ascensor ,,, Aire acondicionado ,,,,,, Distrito La Avanzada - La Cueva , Fuenlabrada ," Zona sur, Madrid ",,,,,,159.000
39737011, 80 m² construidos , 3 habitaciones , 1 baño , Terraza , Segunda mano/buen estado , Armarios empotrados , Trastero , Certificación energética: en trámite ,,,,,,,,, Planta 1ª exterior , Con ascensor ,,, Aire acondicionado ,,,,,, Distrito La Avanzada - La Cueva , Fuenlabrada ," Zona sur, Madrid ",,,,,,130.900
39736817, 70 m² construidos , 2 habitaciones , 1 baño , Terraza , Plaza de garaje incluida en el precio , Segunda mano/buen estado , Armarios empotrados , Certificación energética: en trámite ,,,,,,,,, Planta 1ª exterior , Con ascensor ,,,,,,,,, Distrito La Avanzada - La Cueva , Fuenlabrada ," Zona sur, Madrid ",,,,,,133.000
39736602, 90 m² construidos , 3 habitaciones , 2 baños , Terraza , Segunda mano/buen estado , Trastero , Certificación energética: en trámite ,,,,,,,,,, Planta 1ª exterior , Con ascensor ,,, Aire acondicionado ,,,,,, Distrito La Avanzada - La Cueva , Fuenlabrada ," Zona sur, Madrid ",,,,,,128.900
39736437, 85 m² construidos , 4 habitaciones , 1 baño , Terraza , Segunda mano/buen estado , Armarios empotrados , Trastero , Certificación energética: en trámite ,,,,,,,,, Planta 3ª exterior , Sin ascensor ,,,,,,,,, Distrito La Avanzada - La Cueva , Fuenlabrada ," Zona sur, Madrid ",,,,,,124.900
39736118, 75 m² construidos , 3 habitaciones , 1 baño , Segunda mano/buen estado , Armarios empotrados , Trastero , Certificación energética: en trámite ,,,,,,,,,, Planta 4ª exterior , Con ascensor ,,,,,,,,, Distrito Centro , Fuenlabrada ," Zona sur, Madrid ",,,,,,139.900
39735965, 75 m² construidos , 3 habitaciones , 2 baños , Terraza , Segunda mano/buen estado , Certificación energética: en trámite ,,,,,,,,,,, Planta 4ª exterior , Con ascensor ,,, Aire acondicionado ,,,,,, Distrito Centro , Fuenlabrada ," Zona sur, Madrid ",,,,,,151.900
39735862, 70 m² construidos , 3 habitaciones , 1 baño , Terraza , Segunda mano/buen estado , Certificación energética: en trámite ,,,,,,,,,,, Planta 4ª exterior , Sin ascensor ,,,,,,,,, Distrito La Avanzada - La Cueva , Fuenlabrada ," Zona sur, Madrid ",,,,,,104.900
39734479, 65 m² construidos , 3 habitaciones , 1 baño , Terraza , Segunda mano/buen estado , Armarios empotrados , Certificación energética: en trámite ,,,,,,,,,, Planta 9ª exterior , Con ascensor ,,,,,,,,, Distrito La Avanzada - La Cueva , Fuenlabrada ," Zona sur, Madrid ",,,,,,147.500
39734314, 130 m² construidos , 3 habitaciones , 2 baños , Terraza , Plaza de garaje incluida en el precio , Segunda mano/buen estado , Armarios empotrados , Trastero , Certificación energética: en trámite ,,,,,,,, Planta 4ª exterior , Con ascensor ,,, Aire acondicionado , Piscina , Jardín ,,,, Distrito Universidad - Hospital , Fuenlabrada ," Zona sur, Madrid ",,,,,,269.900
39734287, 85 m² construidos , 3 habitaciones , 1 baño , Terraza , Segunda mano/buen estado , Armarios empotrados , Certificación energética: en trámite ,,,,,,,,,, Planta 1ª exterior , Con ascensor ,,, Aire acondicionado ,,,,,, Distrito Fuenlabrada II - El Molino , Fuenlabrada ," Zona sur, Madrid ",,,,,,160.900
39734063, 75 m² construidos , 3 habitaciones , 1 baño , Terraza , Segunda mano/para reformar , Trastero , Certificación energética: en trámite ,,,,,,,,,, Planta 1ª exterior , Sin ascensor ,,,,,,,,, Distrito La Avanzada - La Cueva , Fuenlabrada ," Zona sur, Madrid ",,,,,,129.900
39733912, 75 m² construidos , 3 habitaciones , 2 baños , Terraza , Segunda mano/buen estado , Certificación energética: en trámite ,,,,,,,,,,, Planta 4ª exterior , Con ascensor ,,, Aire acondicionado ,,,,,, Distrito Centro , Fuenlabrada ," Zona sur, Madrid ",,,,,,160.000
39733718, 90 m² construidos , 4 habitaciones , 2 baños , Terraza , Segunda mano/buen estado , Trastero , Certificación energética: en trámite ,,,,,,,,,, Planta 1ª exterior , Con ascensor ,,,,,,,,, Distrito El Arroyo - La Fuente , Fuenlabrada ," Zona sur, Madrid ",,,,,,155.500
39733653, 126 m² construidos , 4 habitaciones , 2 baños , Terraza , Segunda mano/buen estado , Armarios empotrados , Certificación energética: en trámite ,,,,,,,,,, Planta 4ª exterior , Con ascensor ,,,,,,,,, Distrito Centro , Fuenlabrada ," Zona sur, Madrid ",,,,,,249.900
39668327, 215 m² construidos , 2 habitaciones , 2 baños , Terraza , Plaza de garaje incluida en el precio , Segunda mano/buen estado , Armarios empotrados , Trastero , Orientación sur , Construido en 2016 , Certificación energética: en trámite ,,,,,, Bajo exterior , Con ascensor ,,, Piscina ,,,,,"Calle Claveles, 18", Distrito Universidad - Hospital , Fuenlabrada ," Zona sur, Madrid ",,,,,,279.900
39728404," 90 m² construidos, 69 m² útiles ", 3 habitaciones , 1 baño , Terraza , Segunda mano/buen estado , Construido en 1980 , Certificación energética:  (444 kWh/m² año) ,,,,,,,,,, Planta 4ª exterior , Sin ascensor ,,, Aire acondicionado , Jardín ,,,,, Distrito Fuenlabrada II - El Molino , Fuenlabrada ," Zona sur, Madrid ",,,,,,132.900
39741412," 81 m² construidos, 66 m² útiles ", 3 habitaciones , 1 baño , Terraza , Segunda mano/buen estado , Certificación energética:  (251 kWh/m² año) ,,,,,,,,,,, Planta 3ª exterior , Con ascensor ,,, Aire acondicionado ,,,,,, Distrito El Arroyo - La Fuente , Fuenlabrada ," Zona sur, Madrid ",,,,,,114.600
39738241, 78 m² construidos , 3 habitaciones , 1 baño , Segunda mano/buen estado ," Orientación sur, este ", Certificación energética: en trámite ,,,,,,,,,,, Planta 3ª exterior , Sin ascensor ,,,,,,,,Plaza santander, Distrito La Serna , Fuenlabrada ," Zona sur, Madrid ",,,,,,134.900
39738138, 75 m² construidos , 3 habitaciones , 1 baño , Terraza , Segunda mano/buen estado , Certificación energética: en trámite ,,,,,,,,,,, Planta 2ª exterior , Con ascensor ,,,,,,,,, Distrito Fuenlabrada II - El Molino , Fuenlabrada ," Zona sur, Madrid ",,,,,,120.900
39736308, 100 m² construidos , 3 habitaciones , 2 baños , Segunda mano/buen estado , Trastero , Certificación energética: en trámite ,,,,,,,,,,, Planta 1ª exterior , Sin ascensor ,,, Aire acondicionado ,,,,,, Distrito La Avanzada - La Cueva , Fuenlabrada ," Zona sur, Madrid ",,,,,,120.000
39735780," 86 m² construidos, 70 m² útiles ", 3 habitaciones , 1 baño , Segunda mano/buen estado , Armarios empotrados , Certificación energética: en trámite , Acceso adaptado a personas con movilidad reducida ,,,,,,,,,, Entreplanta exterior , Con ascensor ,,, Aire acondicionado ,,,,,, Distrito Loranca , Fuenlabrada ," Zona sur, Madrid ",,,,,,145.000
39735774, 95 m² construidos , 3 habitaciones , 2 baños , Plaza de garaje incluida en el precio , Segunda mano/buen estado , Trastero , Certificación energética: en trámite ,,,,,,,,,, Planta 2ª exterior , Con ascensor ,,,,,,,,, Distrito Centro , Fuenlabrada ," Zona sur, Madrid ",,,,,,189.900
39735706, 50 m² construidos , Sin habitación , 1 baño , Segunda mano/buen estado , Armarios empotrados , Certificación energética: en trámite ,,,,,,,,,,, Bajo exterior , Sin ascensor ,,,,,,,,, Distrito Centro , Fuenlabrada ," Zona sur, Madrid ",,,,,,84.900
39735689, 50 m² construidos , Sin habitación , 1 baño , Segunda mano/buen estado , Armarios empotrados , Certificación energética: en trámite ,,,,,,,,,,, Bajo exterior , Sin ascensor ,,,,,,,,, Distrito Centro , Fuenlabrada ," Zona sur, Madrid ",,,,,,85.000
39735616, 60 m² construidos , 2 habitaciones , 1 baño , Terraza , Segunda mano/buen estado , Certificación energética: en trámite ,,,,,,,,,,, Planta 3ª exterior , Sin ascensor ,,, Aire acondicionado ,,,,,, Distrito Centro , Fuenlabrada ," Zona sur, Madrid ",,,,,,78.000
39733205, 75 m² construidos , 3 habitaciones , 1 baño , Segunda mano/buen estado , Armarios empotrados , Trastero , Certificación energética: en trámite ,,,,,,,,,, Planta 4ª exterior , Con ascensor ,,,,,,,,, Distrito Centro , Fuenlabrada ," Zona sur, Madrid ",,,,,,134.000
39732711, 100 m² construidos , 3 habitaciones , 2 baños , Segunda mano/buen estado , Certificación energética: en trámite ,,,,,,,,,,,, Planta 1ª exterior , Con ascensor ,,,,,,,,, Distrito La Avanzada - La Cueva , Fuenlabrada ," Zona sur, Madrid ",,,,,,149.900
39746342," 80 m² construidos, 70 m² útiles ", 2 habitaciones , 1 baño , Terraza , Segunda mano/buen estado , Armarios empotrados , Trastero , Certificación energética: en trámite ,,,,,,,,, Planta 4ª exterior , Con ascensor ,,,,,,,,, Distrito Centro , Fuenlabrada ," Zona sur, Madrid ",,,,,,146.000
39699840, 120 m² construidos , 3 habitaciones , 2 baños , Plaza de garaje incluida en el precio , Segunda mano/buen estado , Armarios empotrados , Trastero , Orientación sur , Construido en 2000 , Certificación energética:  (183 kWh/m² año) ,,,,,,, Planta 3ª exterior , Con ascensor ,,, Aire acondicionado , Piscina , Jardín ,,, Valverde de los Arroyos, Distrito El Arroyo - La Fuente , Fuenlabrada ," Zona sur, Madrid ",,,,,,199.000
