,att_main_0,att_main_1,att_main_2,att_main_3,att_main_4,att_main_5,att_main_6,att_main_7,att_main_8,att_main_9,att_main_10,att_main_11,att_main_12,att_main_13,att_main_14,att_main_15,att_build_0,att_build_1,att_build_2,att_build_3,att_equipment_0,att_equipment_1,att_equipment_2,att_equipment_3,att_equipment_4,att_location_0,att_location_1,att_location_2,att_location_3,att_location_4,att_location_5,att_location_6,att_location_7,att_location_8,price
39660243," 180 m² construidos, 147 m² útiles ", 4 habitaciones , 3 baños , Segunda mano/buen estado , Armarios empotrados ," Orientación norte, sur ", Construido en 2000 , Certificación energética:  (267 kWh/m² año) ,,,,,,,,, Bajo interior , Con ascensor ,,, Piscina , Jardín ,,,,Calle los Lirios, Barrio Valderas - Los Castillos , Distrito Valderas - Los Castillos , Alcorcón ," Zona sur, Madrid ",,,,,399.000
39677204," 97 m² construidos, 88 m² útiles ", 3 habitaciones , 1 baño , Terraza , Segunda mano/para reformar , Orientación este , Construido en 1965 , Certificación energética: en trámite ,,,,,,,,, Planta 3ª exterior , Con ascensor ,,,,,,,, Soria, Barrio Casco Antiguo , Distrito Centro , Alcorcón ," Zona sur, Madrid ",,,,,139.000
39677216," 95 m² construidos, 76 m² útiles ", 3 habitaciones , 1 baño , Terraza , Segunda mano/buen estado , Armarios empotrados , Orientación este , Certificación energética: en trámite ,,,,,,,,, Planta 1ª exterior , Con ascensor ,,,,,,,,Calle CAMORRO, Barrio Zona Centro Joven , Distrito Centro , Alcorcón ," Zona sur, Madrid ",,,,,154.000
39674265," 60 m² construidos, 54 m² útiles ", 2 habitaciones , 1 baño , Plaza de garaje incluida en el precio , Segunda mano/buen estado , Armarios empotrados , Orientación este , Construido en 1997 , Certificación energética: en trámite , Acceso adaptado a personas con movilidad reducida ,,,,,,, Planta 4ª exterior , Con ascensor ,,, Jardín ,,,,, PARQUE CABAÑEROS, Barrio Parque Lisboa - La Paz , Distrito Parque Lisboa - La Paz , Alcorcón ," Zona sur, Madrid ",,,,,145.000
39680903, 120 m² construidos , 4 habitaciones , 2 baños , Terraza , Plaza de garaje incluida en el precio , Segunda mano/buen estado , Certificación energética: en trámite , Vivienda apta para su uso por personas con movilidad reducida ,,,,,,,,, Planta 1ª exterior , Con ascensor ,,,,,,,,, Barrio Parque Lisboa - La Paz , Distrito Parque Lisboa - La Paz , Alcorcón ," Zona sur, Madrid ",,,,,253.000
38960377," 107 m² construidos, 81 m² útiles ", 3 habitaciones , 2 baños , Plaza de garaje incluida en el precio , Armarios empotrados , Certificación energética:  (IPE no indicado) ,,,,,,,,,,, Planta 5ª , Con ascensor ,,, Piscina , Jardín ,,,,Calle fuente cisneros, Barrio Parque oeste - Fuente Cisneros , Distrito Parque oeste - Fuente Cisneros , Alcorcón ," Zona sur, Madrid ",,,,,297.000
39654027, 75 m² construidos , 2 habitaciones , 1 baño , Segunda mano/buen estado , Armarios empotrados ," Orientación norte, sur ", Certificación energética:  (IPE no indicado) ,,,,,,,,,, Entreplanta exterior , Sin ascensor ,,,,,,,, Celanova, Barrio Valderas - Los Castillos , Distrito Valderas - Los Castillos , Alcorcón ," Zona sur, Madrid ",,,,,155.000
38826090," 107 m² construidos, 81 m² útiles ", 3 habitaciones , 2 baños , Plaza de garaje incluida en el precio , Armarios empotrados , Certificación energética:  (IPE no indicado) ,,,,,,,,,,, Planta 5ª , Con ascensor ,,, Piscina , Jardín ,,,,Calle fuente cisneros, Barrio Parque oeste - Fuente Cisneros , Distrito Parque oeste - Fuente Cisneros , Alcorcón ," Zona sur, Madrid ",,,,,297.000
39652239, 109 m² construidos , 3 habitaciones , 2 baños , Terraza , Segunda mano/buen estado , Certificación energética: en trámite ,,,,,,,,,,, Planta 8ª exterior , Con ascensor ,,, Aire acondicionado ,,,,,Calle Princesa Doña Sofía, Barrio Parque Lisboa - La Paz , Distrito Parque Lisboa - La Paz , Alcorcón ," Zona sur, Madrid ",,,,,220.000
39665578," 98 m² construidos, 82 m² útiles ", 3 habitaciones , 1 baño , Terraza , Segunda mano/buen estado ," Orientación sur, oeste ", Construido en 1975 , Certificación energética: en trámite ,,,,,,,,, Planta 1ª exterior , Sin ascensor ,,,,,,,,"Calle Colon, 35", Barrio Casco Antiguo , Distrito Centro , Alcorcón ," Zona sur, Madrid ",,,,,114.900
