,att_main_0,att_main_1,att_main_2,att_main_3,att_main_4,att_main_5,att_main_6,att_main_7,att_main_8,att_main_9,att_main_10,att_main_11,att_main_12,att_main_13,att_main_14,att_main_15,att_build_0,att_build_1,att_build_2,att_build_3,att_equipment_0,att_equipment_1,att_equipment_2,att_equipment_3,att_equipment_4,att_location_0,att_location_1,att_location_2,att_location_3,att_location_4,att_location_5,att_location_6,att_location_7,att_location_8,price
38215317," 72 m² construidos, 65 m² útiles ", 2 habitaciones , 1 baño , Segunda mano/buen estado , Armarios empotrados , Construido en 1971 , Certificación energética:  (IPE no indicado) ,,,,,,,,,, Planta 5ª exterior , Sin ascensor ,,,,,,,,"Avenida de los Carabancheles, 2", Barrio Casco Antiguo , Distrito Centro , Alcorcón ," Zona sur, Madrid ",,,,,88.000
39654193," 70 m² construidos, 65 m² útiles ", 3 habitaciones , 1 baño , Segunda mano/buen estado , Certificación energética: no indicado ,,,,,,,,,,,, Planta 2ª exterior , Sin ascensor ,,,,,,,,Calle sierra de peñalara, Barrio Zona Centro Joven , Distrito Centro , Alcorcón ," Zona sur, Madrid ",,,,,129.000
39668313, 85 m² construidos , 3 habitaciones , 1 baño , Segunda mano/buen estado , Armarios empotrados ," Orientación norte, oeste ", Certificación energética:  (IPE no indicado) ,,,,,,,,,, Planta 5ª exterior , Con ascensor ,,,,,,,, Referéndum de Viñagrande, Barrio Valderas - Los Castillos , Distrito Valderas - Los Castillos , Alcorcón ," Zona sur, Madrid ",,,,,150.000
39662108, 67 m² construidos , 3 habitaciones , 1 baño , Terraza , Segunda mano/buen estado , Certificación energética del edificio terminado: en trámite ,,,,,,,,,,, Planta 8ª exterior , Con ascensor ,,, Aire acondicionado ,,,,,, Barrio Valderas - Los Castillos , Distrito Valderas - Los Castillos , Alcorcón ," Zona sur, Madrid ",,,,,139.000
39662084, 85 m² construidos , 3 habitaciones , 2 baños , Plaza de garaje incluida en el precio , Segunda mano/buen estado , Trastero , Orientación norte , Certificación energética del edificio terminado: en trámite ,,,,,,,,, Planta 2ª exterior , Con ascensor ,,, Aire acondicionado , Piscina ,,,,, Barrio Prado de Santo Domingo , Distrito Prado de Santo Domingo , Alcorcón ," Zona sur, Madrid ",,,,,240.000
39662081, 93 m² construidos , 3 habitaciones , 2 baños , Segunda mano/buen estado , Trastero ," Orientación sur, este ", Certificación energética del edificio terminado: en trámite ,,,,,,,,,, Planta 1ª exterior , Con ascensor ,,, Piscina ,,,,,, Barrio Parque Lisboa - La Paz , Distrito Parque Lisboa - La Paz , Alcorcón ," Zona sur, Madrid ",,,,,255.000
37313150, 157 m² construidos , 4 habitaciones , 4 baños , Terraza , Plaza de garaje incluida en el precio , Segunda mano/buen estado , Armarios empotrados , Trastero , Certificación energética del edificio terminado: en trámite ,,,,,,,, Planta 6ª exterior , Con ascensor ,,, Piscina ,,,,,, Barrio Parque oeste - Fuente Cisneros , Distrito Parque oeste - Fuente Cisneros , Alcorcón ," Zona sur, Madrid ",,,,,335.000
38960371," 171 m² construidos, 127 m² útiles ", 4 habitaciones , 3 baños , Plaza de garaje incluida en el precio , Armarios empotrados , Certificación energética:  (IPE no indicado) ,,,,,,,,,,, Planta 6ª , Con ascensor ,,,,,,,,Calle fuente cisneros, Barrio Parque oeste - Fuente Cisneros , Distrito Parque oeste - Fuente Cisneros , Alcorcón ," Zona sur, Madrid ",,,,,399.000
38826105," 171 m² construidos, 127 m² útiles ", 4 habitaciones , 3 baños , Plaza de garaje incluida en el precio , Armarios empotrados , Certificación energética:  (IPE no indicado) ,,,,,,,,,,, Planta 6ª , Con ascensor ,,,,,,,,Calle fuente cisneros, Barrio Parque oeste - Fuente Cisneros , Distrito Parque oeste - Fuente Cisneros , Alcorcón ," Zona sur, Madrid ",,,,,399.000
39658028, 90 m² construidos , 3 habitaciones , 1 baño , Segunda mano/buen estado , Armarios empotrados ," Orientación sur, este ", Certificación energética: no indicado ,,,,,,,,,, Planta 3ª exterior , Con ascensor ,,, Aire acondicionado ,,,,,"Calle Sahagún, 16", Distrito Bellasvistas - Hipercor , Alcorcón ," Zona sur, Madrid ",,,,,,180.000
39653659, 105 m² construidos , 3 habitaciones , 2 baños , Plaza de garaje incluida en el precio , Segunda mano/buen estado , Armarios empotrados , Trastero , Construido en 2009 , Certificación energética: no indicado , Acceso adaptado a personas con movilidad reducida ,,,,,,, Planta 2ª exterior , Con ascensor ,,, Jardín ,,,,,"Calle los Sauces, 42", Urb. Ensanche sur , Barrio Prado de Santo Domingo , Distrito Prado de Santo Domingo , Alcorcón ," Zona sur, Madrid ",,,,205.000
1616553," 112 m² construidos, 105 m² útiles ", 4 habitaciones , 2 baños , Terraza , Segunda mano/buen estado , Armarios empotrados , Construido en 1972 ," Certificación energética:  (117,37 kWh/m² año) ", Vivienda apta para su uso por personas con movilidad reducida ,,,,,,,, Planta 5ª exterior , Con ascensor ,,,,,,,,"Calle Porto Colón, 6", Barrio Zona Centro Joven , Distrito Centro , Alcorcón ," Zona sur, Madrid ",,,,,218.000
39666500, 94 m² construidos , 2 habitaciones , 1 baño , Terraza , Plaza de garaje incluida en el precio , Segunda mano/buen estado , Armarios empotrados , Certificación energética: en trámite ,,,,,,,,, Planta 1ª exterior , Con ascensor ,,, Piscina ,,,,,, Barrio Parque oeste - Fuente Cisneros , Distrito Parque oeste - Fuente Cisneros , Alcorcón ," Zona sur, Madrid ",,,,,251.000
39652510, 90 m² construidos , 3 habitaciones , 1 baño , Segunda mano/buen estado , Armarios empotrados , Certificación energética: en trámite ,,,,,,,,,,, Planta 1ª exterior , Con ascensor ,,, Aire acondicionado ,,,,,, Barrio Campodón - Ventorro del Cano , Distrito Campodón - Ventorro del Cano , Alcorcón ," Zona sur, Madrid ",,,,,179.000
