^link^price^id
0^https://www.idealista.com/inmueble/39042542/^210000^39042542
1^https://www.idealista.com/inmueble/35819531/^510950^35819531
2^https://www.idealista.com/inmueble/39615404/^229000^39615404
3^https://www.idealista.com/inmueble/39526862/^163000^39526862
4^https://www.idealista.com/inmueble/38524845/^143000^38524845
5^https://www.idealista.com/inmueble/39428586/^157000^39428586
6^https://www.idealista.com/inmueble/39251528/^309000^39251528
7^https://www.idealista.com/inmueble/39579602/^77500^39579602
8^https://www.idealista.com/inmueble/37516332/^330000^37516332
9^https://www.idealista.com/inmueble/39629090/^185000^39629090
10^https://www.idealista.com/inmueble/38276447/^214000^38276447
11^https://www.idealista.com/inmueble/38895670/^290000^38895670
12^https://www.idealista.com/inmueble/39033772/^245000^39033772
13^https://www.idealista.com/inmueble/39627888/^125000^39627888
14^https://www.idealista.com/inmueble/39036015/^91000^39036015
15^https://www.idealista.com/inmueble/39566141/^185000^39566141
16^https://www.idealista.com/inmueble/39247357/^183000^39247357
17^https://www.idealista.com/inmueble/39368500/^79900^39368500
18^https://www.idealista.com/inmueble/38947482/^399000^38947482
19^https://www.idealista.com/inmueble/39511348/^117000^39511348
20^https://www.idealista.com/inmueble/37840309/^119000^37840309
21^https://www.idealista.com/inmueble/39280757/^118000^39280757
22^https://www.idealista.com/inmueble/38963823/^167500^38963823
23^https://www.idealista.com/inmueble/39114296/^159500^39114296
24^https://www.idealista.com/inmueble/39114215/^172000^39114215
25^https://www.idealista.com/inmueble/39086435/^93000^39086435
26^https://www.idealista.com/inmueble/39630275/^125000^39630275
27^https://www.idealista.com/inmueble/38622691/^265000^38622691
28^https://www.idealista.com/inmueble/38963264/^220000^38963264
29^https://www.idealista.com/inmueble/39148767/^215000^39148767
30^https://www.idealista.com/inmueble/39524180/^345000^39524180
31^https://www.idealista.com/inmueble/39634030/^246000^39634030
32^https://www.idealista.com/inmueble/39648627/^114000^39648627
33^https://www.idealista.com/inmueble/1662795/^230000^1662795
34^https://www.idealista.com/inmueble/39645285/^139000^39645285
35^https://www.idealista.com/inmueble/35889201/^143000^35889201
36^https://www.idealista.com/inmueble/39627575/^250000^39627575
37^https://www.idealista.com/inmueble/39620813/^168000^39620813
38^https://www.idealista.com/inmueble/39642288/^130000^39642288
39^https://www.idealista.com/inmueble/39643368/^142000^39643368
40^https://www.idealista.com/inmueble/39643361/^240000^39643361
41^https://www.idealista.com/inmueble/39643347/^255000^39643347
42^https://www.idealista.com/inmueble/39643342/^335000^39643342
43^https://www.idealista.com/inmueble/39114414/^99900^39114414
44^https://www.idealista.com/inmueble/39637599/^395000^39637599
45^https://www.idealista.com/inmueble/39626820/^215000^39626820
46^https://www.idealista.com/inmueble/39610124/^219000^39610124
47^https://www.idealista.com/inmueble/35763019/^149000^35763019
48^https://www.idealista.com/inmueble/38952654/^90000^38952654
49^https://www.idealista.com/inmueble/39638996/^149000^39638996
50^https://www.idealista.com/inmueble/39634396/^228000^39634396
51^https://www.idealista.com/inmueble/39456832/^150000^39456832
52^https://www.idealista.com/inmueble/39622928/^175000^39622928
53^https://www.idealista.com/inmueble/39570572/^95000^39570572
54^https://www.idealista.com/inmueble/39113991/^135000^39113991
55^https://www.idealista.com/inmueble/39619138/^232800^39619138
56^https://www.idealista.com/inmueble/39616217/^185000^39616217
57^https://www.idealista.com/inmueble/39606385/^259000^39606385
58^https://www.idealista.com/inmueble/39024085/^118500^39024085
59^https://www.idealista.com/inmueble/38391147/^169000^38391147
60^https://www.idealista.com/inmueble/39598374/^120000^39598374
61^https://www.idealista.com/inmueble/39597893/^160000^39597893
62^https://www.idealista.com/inmueble/39597159/^259500^39597159
63^https://www.idealista.com/inmueble/39597133/^175000^39597133
64^https://www.idealista.com/inmueble/39584418/^240000^39584418
65^https://www.idealista.com/inmueble/39593403/^82000^39593403
66^https://www.idealista.com/inmueble/39535468/^175000^39535468
67^https://www.idealista.com/inmueble/39372288/^190000^39372288
68^https://www.idealista.com/inmueble/38084125/^324000^38084125
69^https://www.idealista.com/inmueble/1649326/^215000^1649326
70^https://www.idealista.com/inmueble/39385726/^99000^39385726
71^https://www.idealista.com/inmueble/39006300/^293000^39006300
