"";"URL";"Info";"Direccion";"Precio";"Superficie";"Habitaciones";"Planta";"Longitud";"Latitud"
"1";"https://www.idealista.com/inmueble/30234535/";" ""Superf. 150 m², habitación suitte, 3 habitaciones (14m2-12m2-12m2), 3 baños (4m2-3piezas-bañera/3,5m2-4piezas-ducha-columna hidromasaje/3,5m2-3piezas-ducha), cocina office con vitro (15m2), comedor (40m2), 2 terraza (250m2/80m2) con jacuzzi, trastero, suelos parquet y gres, sexto con ascensor, armarios, calefacción, portero automático, vidrios dobles, carpintería exterior aluminio, carpintería interior haya, exterior, soleado, 2 balcones, 2 plazas de parquing, trastero. Certificado energético en curso de tramitación."" ";"Dúplex en venta en Mion - Puigberenguer, Manresa";"360000";"150";"3";"6ª";"1.8211046";"41.7400331"
"2";"https://www.idealista.com/inmueble/30737507/";" ""Se vende vivienda a estrenar con ascensor en una de las mejores zonas de Elche. Muy cerca de la iglesia del corazón de Jesús y a escasos 10 minutos del centro de la ciudad. Tiene 104 m² repartidos en 2 dormitorios, 2 baños, cocina independiente y un gran salón con ventanales de suelo a techo, localizada en la última planta del edificio, Buenas calidades constructivas, como carpintería de aluminio en color oscuro con doble acristalamiento, puertas de haya, preinstalación de aa/cc y suelo de gres. La cocina está sin equipar para que el futuro propietario pueda elegir el mobiliario a su gusto. Posibilidad de financiación hasta el 100%."" ";"Piso en venta en Corazón de Jesús, Elche / Elx";"145000";"104";"2";"";"-0.7089719";"38.2649477"
"3";"https://www.idealista.com/inmueble/30743761/";" ""Superf. 95 m², año construcción 2001, 2 habitaciones dobles (13m2-12m2), 2 habitaciones individuales (8m2/7m2), baño (6m2-4piezas-bañera), aseo (3m2-3piezas-ducha), cocina office (8m2), comedor (18m2), terraza (40m2), trastero (1m2), suelos gres, primero con ascensor, calefacción de gas, puerta blindada, portero automático, vidrios dobles,carpintería exterior aluminio, carpintería interior haya, aire acondicionado, exterior, orientación sud, soleado, balcón (4m2), parquing opcional (5.000<U+0080>). Certificado energético en curso de tramitación. TERRAZA 40M2!!"" ";"Piso en venta en Fonts dels Capellans - Viladordis, Manresa";"152260";"95";"4";"1ª";"1.83711";"41.7288599"
"4";"https://www.idealista.com/inmueble/31672981/";" ""Casa de 124 m² construidos en zona de playa, distribuida en recibidor para el acceso a la vivienda, salón-comedor de 25 m² con salida a terraza de 36 m² y acceso directo a zona ajardinada con piscina comunitaria. Cocina independiente tipo office con lavadero, 3 habitaciones (suitte e individuales), 2 baños completos (con instalación de cabina hidromasaje y otro con bañera), aseo y buhardilla-habitación de 18 m² con salida a solarium de 25 m². Garaje tipo box de 45 m² con puerta basculante. Dispone de calefacción en todas las estancias con gas natural, aire acondicionado, ventanas de aluminio climalit, puerta principal de seguridad e interiores de haya y sistema de alarma. La finca esta situada a dos calles de la playa y 5 mínutos de los centros comerciales caminando."" ";" Chalet adosado en venta en Pla de Sant Pere-Les Salines, Cubelles";"280000";"124";"4";"Hipoteca 717 eur/mes - ";"1.6582856";"41.1986774"
"5";"https://www.idealista.com/inmueble/31713023/";" ""Acogedora casa en una planta con terreno de 730m2. Tiene de 2 habitaciones, baño completo, comedor y cocina. Carpintería doble vidrio, suelo gres, puertas de haya. Porche de 30 m2 y terreno. Árboles frutales y espacio para cultivar. Zona tranquila y cerca de la parada de autobús."" ";" Finca rústica en venta en camino del prat, Fondo Somella - Santa Maria, Vilanova i la Geltrú";"119000";"55";"2";"Hipoteca 304 eur/mes - ";"1.6921947";"41.2138106"
"6";"https://www.idealista.com/inmueble/31335566/";" ""115 m², útil 115 m², 4 habitaciones ( 1 suite, 3 individuales), 2 baños, cocina (10M, EXT), comedor (SALON INDEPENDIENTE), terraza (50M), suelos PARQUET Y TERRAZO, garaje, ascensor, armarios, calefacción, muebles, puerta blindada, portero automático, vidrios dobles, año construcción 2007, gastos comunidad, gas, carpinteria exterior, carpinteria interior HAYA VAPORIZADA, aire acondicionado, exterior, orientación MAR - SUR, soleado, alarma, balcón (5M), ATICO DUPLEX CON SOLARIUM DE GRANDES DIMENSIONES. FINCA SEMINUEVA. PISO MUY AMPLIO Y LUMINOSO. A UN PASO DEL CENTRO COMERCIAL Y DE SERVICIOS.."" ";"Dúplex en venta en El Castell-Poble Vell, Castelldefels";"380000";"115";"4";"Bajo";"1.985738";"41.2844063"
"7";"https://www.idealista.com/inmueble/31284277/";" ""1 habitación doble, 1 baño, cocina (ref, con pasaplatos), terraza (8m, cubierta), suelos gres, jardín (comunitario), armarios, puerta blindada, portero automático, vidrios dobles, carpinteria exterior aluminio, carpinteria interior haya, ref, exterior, soleado, piscina, alarma, apartamento completamente reformado. Con cocina americana con pasaplatos. Vistas depejadas, se ve el mar. Recinto comunitario con pisccina y zona ajardinada. Zona muy tranquila. Cerca de la parada de bus.."" ";"Piso en venta en Urb. POAL ALTO, El Poal, Castelldefels";"149000";"35";"1";"Bajo";"1.94801";"41.27164"
"8";"https://www.idealista.com/inmueble/31424698/";" ""Superf. 80 m², año construcción 2005, habitación doble (11m2), 2 habitaciones individuales (8m2-7m2), 2 baños (3,5m2-3piezas-ducha/4m2-4piezas-bañera), cocina office con vitro (7m2), lavadero (3m2), comedor (22m2), suelos gres, primero con ascensor, calefacción radiante electrica, portero automático, vidrios dobles, carpintería exterior aluminio, carpintería interior haya, aire acondicionado, exterior, soleado, 2 balcones (4m2-3m2), patio (6m2), parquing incluido. Certificado energético en curso de tramitación. PISO CON PARQUING INCLUIDO!!"" ";"Piso en venta en Ctra. Vic - Remei, Manresa";"115000";"80";"3";"1ª";"1.8352111";"41.7298812"
"9";"https://www.idealista.com/inmueble/31346155/";" ""Superf. 80 m², reformada 2015, habitación doble (12m2), habitación individual (8m2), estudio (14m2), 2 baños (3,5m2-3piezas-ducha/3,5m2-3piezas-ducha), cocina americana con vitro y electrodomesticos (nevera, lavadora y lavavajillas), comedor (16m2), suelos gres, garaje para dos coches, calefacción de gas (caldera condensación), vidrios dobles, carpintería exterior aluminio, carpintería interior haya, aire acondicionado, soleado, terraza (12m2). Certificado energético en curso de tramitación. TOTALMENTE REFORMADA!!! - POSIBILIDAD DE ALQUILER CON OPCION A COMPRA!!"" ";" Casa o chalet en venta en Mion - Puigberenguer, Manresa";"115000";"80";"2";"Hipoteca 294 eur/mes - ";"1.8162253";"41.7376592"
"10";"https://www.idealista.com/inmueble/31399994/";" ""Piso 83 m², de 3 habitaciones, 2 dobles, 1 individual, 2 baños completos, comedor estar (25m2)con salida a balcon (7m2), cocina independiente (8m2), lavadero (4m2), trastero, suelos de porcelanato, jardin (comuntario), garaje, ascensor, calefaccion de gas ciudad, puerta blindada, portero automatico, vidrios dobles, servicios dados de alta de agua, luz, gas, carpinteria exterior de aluminio, carpinteria interior de haya, exterior, soleado, piscina comunitaria, estado certificación: en tramite."" ";"Piso en venta en Zona Esportiva, Terrassa";"185000";"83";"3";"2ª";"2.0070299";"41.5750601"
