"";"URL";"Info";"Direccion";"Precio";"Superficie";"Habitaciones";"Planta";"Longitud";"Latitud"
"1";"https://www.idealista.com/inmueble/30851144/";" ""Superf. 90m² útiles, año de construcción 2007, habitación doble (12m2), habitación individual (8m2), estudio (9m2), cocina (7m2), comedor (23m2), 2 baños (3,5m2-3piezas-ducha/4m2-4piezas-bañera hidromasaje), 2 balcones (3m2/2m2), terraza (35m2), suelos de gres y parquet, carpintería exterior aluminio d/v, carpintería interior haya, calefacción, ascensor, portero automatico, parquing grande. POSIBILIDAD DE ALQUILER CON OPCION A COMPRA!!!"" ";"Dúplex en venta en Sant Vicenç de Castellet";"182260";"90";"2";"2ª";"1.8630929";"41.6719813"
"2";"https://www.idealista.com/inmueble/30851208/";" ""Superf. 60 m², año construcción 2004, habitación doble (12m2), habitación individual (9m2), baño (3,5m2-3piezas-bañera), cocina (6m2), comedor (20m2), suelos gres y parquet, ascensor, calefacción, portero automático, vidrios dobles, año construcción 2004, carpintería exterior aluminio, carpintería interior haya, exterior, soleado,balcón (2,5m2). Certificado energético en curso de tramitación. - POSIBILIDAD DE ALQUILER CON OPCION A COMPRA!!!"" ";"Piso en venta en Sallent";"87260";"60";"2";"2ª";"1.8960506";"41.8219619"
"3";"https://www.idealista.com/inmueble/30851215/";" ""Piso de 70m2 construidos, totalmente reformado 2012, 1 habitación doble (12m2), 2 habitaciones individuales (8m2/6m2), cocina americana, comedor (15m2), baño (3,5m2-3pzas-ducha), lavadero (3m2), suelos de parquet, carpinteria interior haya, carpinteria exterior de aluminio, terraza (8m2), soleado, exterior. Certificado energético en curso de tramitación. POSIBILIDAD DE ALQUILER CON OPCION A COMPRA!!!"" ";"Ático en venta en Sallent";"77260";"70";"3";"3ª";"1.8936789";"41.8240448"
"4";"https://www.idealista.com/inmueble/30851221/";" ""Superf. 68 m², año construcción 2009, habitación doble (11m2), baño (3m2-3piezas-ducha), cocina americana, comedor (16m2), terraza (10m2), suelos gres, portero automático, vidrios dobles, carpintería exterior aluminio, carpintería interior haya, aire acondicionado con bomba de calor, exterior, soleado, balcón. Certificado energético en curso de tramitación. TERRAZA 10M2!!! - POSIBILIDAD DE ALQUILER CON OPCION A COMPRA!!!"" ";"Dúplex en venta en Sant Vicenç de Castellet";"139260";"68";"1";"2ª";"1.8631252";"41.6688027"
"5";"https://www.idealista.com/inmueble/30851254/";" ""Superf. 90 m², año construcción 2005, 2 habitaciones dobles (12m2-11m2), habitación individual (7m2), baño (3,5m2-3piezas-ducha), cocina ofice con vitro(8m2), lavadero (2m2), comedor (25m2), suelos parquet y gres, ascensor, calefacción de gas, portero automático, vidrios dobles, carpintería exterior aluminio, carpintería interior haya, exterior, soleado. Certificado energetico en tramites. - POSIBILIDAD DE ALQUILER CON OPCION A COMPRA!!!"" ";"Piso en venta en Súria";"76260";"90";"3";"Bajo";"1.7568694";"41.8366978"
"6";"https://www.idealista.com/inmueble/30851255/";" ""Superf. 55m² útiles, año de construcción 2007, estudio (12m2), cocina americana con nevera, comedor (18m2), baño (3,5m2-3piezas-ducha), lavadero (2,5m2), trastero (4m2), suelos de gres y parquet, carpintería exterior aluminio d/v, carpintería interior haya, calefacción. Certificado energético en curso de tramitación. SOLARIUM 7M2 - POSIBILIDAD DE ALQUILER CON OPCION A COMPRA!!"" ";"Dúplex en venta en Balsareny";"72260";"55";"2";"2ª";"1.87382";"41.86451"
"7";"https://www.idealista.com/inmueble/30851260/";" ""Superf. 65 m², reformado 2008, habitación doble (12m2), 2 habitaciones individuales (7m2/5m2), baño (3,5m2-3piezas-ducha), cocina independiente con vitro (4m2), comedor (18m2), suelos gres, calefacción electrica, portero automático, carpintería exterior aluminio, carpintería interior haya, exterior, soleado. Certificado energetico en curso de tramitación. POSIBILIDAD DE ALQUILER CON OPCION A COMPRA!!"" ";"Piso en venta en Sallent";"39990";"65";"3";"2ª";"1.895742";"41.8241134"
"8";"https://www.idealista.com/inmueble/30851275/";" ""Superf. 70 m², año construcción 2007, 2 habitaciones dobles (12m2/10m2), baño (5m2-4piezas-bañera), cocina independiente con vitro (8m2), comedor (22m2), suelos gres, ascensor, armarios, calefacción de gas, portero automático, vidrios dobles, carpintería exterior aluminio, carpintería interior haya, exterior, soleado, 2 balcones (10m2/2m2), parquing. Certificado energetico en curso de tramitación. POSIBILIDAD DE ALQUILER CON OPCION A COMPRA!!"" ";"Piso en venta en Sant Joan de Vilatorrada";"144260";"70";"2";"2ª";"1.802594";"41.7387771"
"9";"https://www.idealista.com/inmueble/30851284/";" ""Piso de 70m2 construidos, año de construccion 2010, habitación doble (12m2), habitación individual (9m2), comedor (30m2), cocina americana, baño (4m2-3piezas-ducha), tribuna, segundo con ascensor, parking, trastero, suelos de gres, carpinteria exterior de aluminio doble vidrio, interior de haya, aire acondicionado. Certificado energetico en curso de tramitación. PARQUING Y TRASTERO!! - POSIBILIDAD DE ALQUILER CON OPCION A COMPRA!!"" ";"Piso en venta en Sant Joan de Vilatorrada";"142080";"70";"2";"2ª";"1.80781";"41.7425377"
"10";"https://www.idealista.com/inmueble/30861028/";" ""Piso de 45m2 construidos, año de construcción 2005, 1 habitación (12m2), cocina americana con vitro cerámica, comedor (20m2), 1 baño (3,5m2-3pzas-ducha), suelos de gres, calefacción gas natural, carpintería interior de haya, muebles y electrodomésticos, exterior de aluminio doble vidrio, ascensor, portero automático. POSIBILIDAD DE ALQUILER CON OPCION A COMPRA!!"" ";"Piso en venta en Sallent";"52260";"45";"1";"Bajo";"1.8932084";"41.8165518"
